ordinal	variant	case_id	sequence_key	source_person	object_key	analysis_role	cell_id	p_enabled	r_enabled	g_enabled	reused_baseline	target_task	target_scene	trajectory	trajectory_sha256	scene_act	scene_name	base_scene_sha256	effective_scene_sha256	contact_mask	contact_mask_sha256	contact_mask_label	retarget_variant_id	target_variant_id	hand_collision_variant_id	spider_method_id	override_id	override_path	override_sha256	config_audit_status	execution_mode	execution_decision	preferred_pool	assigned_gpu	gpu_id	status	failure_mode	result_npz	outdir_npz	config_act	video	log	updated_at
11	E169_box021_20231018_032_p1_R	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	R	false	true	false	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_R	examples/config/override/core4d_E169_box021_20231018_032_p1_R.yaml	a9097cd6be4a2d04b4a159ddfb82ad4319388ec7444c4b9ac97c9c62fb96a9c1	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_R.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_R_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_R_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_R_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_R.log	2026-07-18T03:21:21+08:00
12	E169_box021_20231018_032_p1_G	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	G	false	false	true	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_G	examples/config/override/core4d_E169_box021_20231018_032_p1_G.yaml	22bd74089e5cdfb4eb68feee82aa9ebec24b3de163edc7cbf14b5303977a10ed	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_G.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_G_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_G_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_G_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_G.log	2026-07-18T03:21:21+08:00
13	E169_box021_20231018_032_p1_PR	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	PR	true	true	false	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	5188fa0f2a3d3d781df3babbf0cd8a1d68edfb0375c7bdd22090e5ca567ced5f	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_PR	examples/config/override/core4d_E169_box021_20231018_032_p1_PR.yaml	b0367adae76f0879515611a34203d23ae4ab1b53086400d81b227ef2fdbe5e2e	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PR.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PR_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PR_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_PR_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_PR.log	2026-07-18T03:21:21+08:00
14	E169_box021_20231018_032_p1_PG	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	PG	true	false	true	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	5188fa0f2a3d3d781df3babbf0cd8a1d68edfb0375c7bdd22090e5ca567ced5f	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_PG	examples/config/override/core4d_E169_box021_20231018_032_p1_PG.yaml	230d6a3f7caa1959268db8c588bc628cc3a81664840a96b70388a30ef2847be0	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PG.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PG_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PG_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_PG_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_PG.log	2026-07-18T03:21:21+08:00
15	E169_box021_20231018_032_p1_RG	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	RG	false	true	true	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_RG	examples/config/override/core4d_E169_box021_20231018_032_p1_RG.yaml	35a66f6cb0d7df1a21c523107756553638c0cd0453f465dcc38098b88ad25090	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_RG.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_RG_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_RG_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_RG_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_RG.log	2026-07-18T03:21:21+08:00
16	E169_box021_20231018_032_p1_PRG	box021_20231018_032_p1	box021_20231018_032	person1	box021	failure	PRG	true	true	true	false	dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	42f87b9f6b076a66f2e3b196bd99a67f5d5d2f479227260c7a71d9343527ee06	5188fa0f2a3d3d781df3babbf0cd8a1d68edfb0375c7bdd22090e5ca567ced5f	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/raw_contact_mask_3cm.npz	f4b3aeb46a1680eb7d7624c7719386d4682cd161c463d8d9d2520fa6a763eb3a	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231018_032_p1_PRG	examples/config/override/core4d_E169_box021_20231018_032_p1_PRG.yaml	f61751371313c772f97ed6a80ba98dd1e7780214a8a4fed37e7557750e45767e	pass	production	a100_user_allowlist_0_1_2_3	a100	1		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PRG.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PRG_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231018_032_p1_PRG_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231018_032_p1_PRG_full.mp4	logs/E169/cem/full/E169_box021_20231018_032_p1_PRG.log	2026-07-18T03:21:21+08:00
17	E169_box021_20231020_020_p2_B0	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	B0	false	false	false	true	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	examples/config/override/core4d_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2.yaml	244cb71f3c6107399b468217f05048946fef78c56d376046391435bb07d718e9	pass	reused	frozen_e168	a100	2	1	reused_complete		workspace/core4d/results/E168/s6_downstream/cem/full/E168_box021_20231020_020_p2_E167A.npz	workspace/core4d/results/E168/s6_downstream/cem/full/E168_box021_20231020_020_p2_E167A_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E168/s6_downstream/cem/full/E168_box021_20231020_020_p2_E167A_outdir_full/config_act.yaml	workspace/core4d/results/E168/s6_downstream/cem/full/E168_box021_20231020_020_p2_E167A_full.mp4	logs/E168/cem/full/E168_box021_20231020_020_p2_E167A.log	2026-07-18T03:21:21+08:00
18	E169_box021_20231020_020_p2_P	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	P	true	false	false	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	7d5fd92c0e86459a4a0a15b849bea49ccd7770c51845f38d28180fed98415ba8	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_P	examples/config/override/core4d_E169_box021_20231020_020_p2_P.yaml	ae2a5748cbe28c0fad8716cf83a54f079ae969958d26335b91bcbc6a67113668	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_P.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_P_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_P_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_P_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_P.log	2026-07-18T03:21:21+08:00
19	E169_box021_20231020_020_p2_R	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	R	false	true	false	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_R	examples/config/override/core4d_E169_box021_20231020_020_p2_R.yaml	92b5bec1fda3dd12640393439c19d75c85e7bfb1153ac6444bea18b4e1f47e6f	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_R.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_R_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_R_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_R_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_R.log	2026-07-18T03:21:21+08:00
20	E169_box021_20231020_020_p2_G	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	G	false	false	true	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_G	examples/config/override/core4d_E169_box021_20231020_020_p2_G.yaml	3e0f82e344ef183d8c005e4c28252b053abb52fefc3a1818d804ea822c733a39	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_G.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_G_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_G_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_G_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_G.log	2026-07-18T03:21:22+08:00
21	E169_box021_20231020_020_p2_PR	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	PR	true	true	false	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	7d5fd92c0e86459a4a0a15b849bea49ccd7770c51845f38d28180fed98415ba8	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_PR	examples/config/override/core4d_E169_box021_20231020_020_p2_PR.yaml	c386c3c09534561081fbf173a5e9ebb2e49eb8fb14bc8b43cee975589a8dbe8f	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PR.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PR_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PR_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_PR_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_PR.log	2026-07-18T03:21:22+08:00
22	E169_box021_20231020_020_p2_PG	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	PG	true	false	true	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E169_lowerbody_physics.xml	scene_act_E169_lowerbody_physics	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	7d5fd92c0e86459a4a0a15b849bea49ccd7770c51845f38d28180fed98415ba8	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_PG	examples/config/override/core4d_E169_box021_20231020_020_p2_PG.yaml	46d8a90bc8278c46c78ba017ab4404ebfc4e765f3fe75c3d50df58e9728d997f	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PG.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PG_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_PG_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_PG_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_PG.log	2026-07-18T03:21:22+08:00
23	E169_box021_20231020_020_p2_RG	box021_20231020_020_p2	box021_20231020_020	person2	box021	failure	RG	false	true	true	false	dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/scene_act_E168_rubber_hull.xml	scene_act_E168_rubber_hull	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	32bfd817306de6c939f7f5eab778926473b5d230b32814911c6b8c324fd5d33a	workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/raw_contact_mask_3cm.npz	8b821ea42a31cce0c3f73ed28a4e7e737b6a64547f4932955b8e8943aac72247	3cm	omnirt_v1	ref_fk	rubber_hull	E167A_zOnlyBody	core4d_E169_box021_20231020_020_p2_RG	examples/config/override/core4d_E169_box021_20231020_020_p2_RG.yaml	48b0e82a0e675764c808c77eac8e82e9a9fd211b68a61ffa753c4bec89b6de71	pass	production	a100_user_allowlist_0_1_2_3	a100	2		not_run		workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_RG.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_RG_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E169/cem/full/E169_box021_20231020_020_p2_RG_outdir_full/config_act.yaml	workspace/core4d/results/E169/render/full/E169_box021_20231020_020_p2_RG_full.mp4	logs/E169/cem/full/E169_box021_20231020_020_p2_RG.log	2026-07-18T03:21:22+08:00
