case_id	object_group	task	role	frame	raw_frame	hand	raw_active	filled	raw_local_x	raw_local_y	raw_local_z	old_wrist5_local_x	old_wrist5_local_y	old_wrist5_local_z	support_patch_local_x	support_patch_local_y	support_patch_local_z	reward_target_local_x	reward_target_local_y	reward_target_local_z	handbox_closest_local_x	handbox_closest_local_y	handbox_closest_local_z	old_wrist5_to_raw_m	support_patch_to_raw_m	reward_delta_m	handbox_gap_to_patch_m	old_wrist5_face	support_patch_face	reward_target_face	old_wrist5_support	support_patch_support	reward_target_support	old_wrist5_inside	support_patch_inside	reward_target_inside
box023_p2	box023	box023_person2	known_guard	22	64	left	True	False	0.1380122184722357	0.1077631593162515	0.1766	-0.10780081083278305	0.08451201864268525	0.2632672905977263	0.1380122184722357	0.1568	0.16160000000000002	-0.10780081083278305	0.08451201864268525	0.2632672905977263	-0.0009457456607986762	0.058128946884158164	0.2099255682925449	0.2616789639582875	0.051279740095317675	0.0	0.1771458525333979	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	23	65	left	True	False	0.14184392268038215	0.10732504171680247	0.1766	-0.10449968094396908	0.09023710165106097	0.2632532156283922	0.1381	0.1568	0.16160000000000002	-0.10449968094396908	0.09023710165106097	0.2632532156283922	0.005588149698755774	0.06034824365284424	0.20628522473137698	0.26169820121862225	0.05183424017153926	0.0	0.16987966647602099	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	24	66	left	True	False	0.13721469438379502	0.10906338385657427	0.1766	-0.10772515773202868	0.07984725879417229	0.2648784687261405	0.13721469438379502	0.1568	0.16160000000000002	-0.10772515773202868	0.07984725879417229	0.2648784687261405	-0.0035897242753721243	0.05735048475665424	0.20825875114841372	0.26199656707448604	0.050037830896480444	0.0	0.17858647612518724	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	25	67	left	True	False	0.14076525513820987	0.1090175899281847	0.1766	-0.11222979423545376	0.08205684474502872	0.2654135116034258	0.1381	0.1568	0.16160000000000002	-0.11222979423545376	0.08205684474502872	0.2654135116034258	-0.013146554655925038	0.06124620078019938	0.20941853795161247	0.269483239983019	0.05015239074284365	0.0	0.18518277839058223	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	26	68	left	True	False	0.12864576434966005	0.1156312515870146	0.1766	-0.11793715822611056	0.06286978707983182	0.26650878874488415	0.12864576434966005	0.1568	0.16160000000000002	-0.11793715822611056	0.06286978707983182	0.26650878874488415	-0.030558182080316874	0.06116981033103572	0.21963646835015582	0.2677134664833344	0.04381627375635321	0.0	0.19457456512494042	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	27	69	left	True	False	0.13913410667903484	0.11451206744757923	0.1766	-0.12075695094660263	0.07478434781570012	0.26894926253913	0.1381	0.1568	0.16160000000000002	-0.12075695094660263	0.07478434781570012	0.26894926253913	-0.03417029274732283	0.06662167503524084	0.21517312436794567	0.27865756733389235	0.04488138384878202	0.0	0.20169101048693613	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	28	70	left	True	False	0.12612258185153533	0.11154709413818803	0.1766	-0.11398546880174178	0.06465582023845817	0.27179908988836204	0.12612258185153533	0.1568	0.16160000000000002	-0.11398546880174178	0.06465582023845817	0.27179908988836204	-0.038604846516597166	0.07701678102907014	0.22530406076023482	0.2625138744371973	0.047674159551459476	0.0	0.1938006580058108	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	29	71	left	True	False	0.12458761728678394	0.10720601821027537	0.1766	-0.10842584917203396	0.06199599530292042	0.2753231427241689	0.12458761728678394	0.1568	0.16160000000000002	-0.10842584917203396	0.06199599530292042	0.2753231427241689	-0.03747676245064847	0.08121642760687395	0.22862343268660792	0.2570709641942762	0.05181276898371228	0.0	0.1909708881596404	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	30	72	left	True	False	0.12622972494820525	0.10734916421029331	0.1766	-0.10642877778385199	0.07041189451163696	0.27823682227343655	0.12622972494820525	0.1568	0.16160000000000002	-0.10642877778385199	0.07041189451163696	0.27823682227343655	-0.04124642534381952	0.09642406918892901	0.23019975611585594	0.25656263256397277	0.051675769566601866	0.0	0.19078637392931136	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	31	73	left	True	False	0.15000249681056002	0.1132938501578813	0.1766	-0.11959057266785132	0.08648374312948678	0.2845447616956876	0.1381	0.1568	0.16160000000000002	-0.11959057266785132	0.08648374312948678	0.2845447616956876	-0.05925555564786625	0.10980619727888988	0.22901042520418116	0.29163552000262977	0.047533719656789694	0.0	0.2137797891884945	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	32	74	left	True	False	0.12264672274208444	0.11157283855122972	0.1766	-0.11037127299718807	0.06389790742120845	0.2893791608417479	0.12264672274208444	0.1568	0.16160000000000002	-0.11037127299718807	0.06389790742120845	0.2893791608417479	-0.053891490633868916	0.10371323655112692	0.2400543531259324	0.2632288443859615	0.04764972332252446	0.0	0.2003472753991397	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	33	75	left	True	False	0.12127265829319385	0.11070473182792943	0.1766	-0.10724797160079355	0.05062469481454068	0.29196376340516644	0.12127265829319385	0.1568	0.16160000000000002	-0.10724797160079355	0.05062469481454068	0.29196376340516644	-0.051739943030025895	0.08748809581799412	0.2393497834283774	0.2629450266532496	0.04847446490529937	0.0	0.20194684721758477	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	34	76	left	True	False	0.1163442393083229	0.10431807896172719	0.1766	-0.10274106412740343	0.039880287448780825	0.2953090998707842	0.1163442393083229	0.1568	0.16160000000000002	-0.10274106412740343	0.039880287448780825	0.2953090998707842	-0.04386621056207301	0.07000811154203791	0.2385139360045474	0.25737608581358534	0.05458344104091919	0.0	0.19777758644873178	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	35	77	left	True	False	0.11976200055964505	0.09966273161684094	0.1766	-0.09369446072903242	0.04287959844068622	0.3040476048189939	0.11976200055964505	0.1568	0.16160000000000002	-0.09369446072903242	0.04287959844068622	0.3040476048189939	-0.030632867087214768	0.05768920654811175	0.22290444904026407	0.25501152337352134	0.05907340720061055	0.0	0.19026245311492665	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	36	78	left	True	False	0.12189149836475321	0.09565388244429109	0.1766	-0.08716847669680995	0.053938846902833765	0.30349619138965145	0.12189149836475321	0.1568	0.16160000000000002	-0.08716847669680995	0.053938846902833765	0.30349619138965145	-0.014554369307284369	0.05819114970628606	0.20643863209987343	0.24809042857830188	0.06295909538848675	0.0	0.17421734439949163	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	37	79	left	True	False	0.11758701384615496	0.09104220124198151	0.1766	-0.08091469262356961	0.05052447532325933	0.30125471213197774	0.11758701384615496	0.1568	0.16160000000000002	-0.08091469262356961	0.05052447532325933	0.30125471213197774	-0.0049367411100911425	0.05438818370098375	0.21063889672296493	0.23787267779575616	0.06744692800639668	0.0	0.1670480889984896	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	38	80	left	True	False	0.11747228457154213	0.0955509794252841	0.1766	-0.08097071348259736	0.05512063543848469	0.3044369478184893	0.11747228457154213	0.1568	0.16160000000000002	-0.08097071348259736	0.05512063543848469	0.3044369478184893	-0.00802874376610736	0.059367699737184705	0.2068900422735244	0.2394922157798731	0.06305903996543216	0.0	0.16521122594257487	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	39	81	left	True	False	0.11874340861538579	0.09958533017953485	0.1766	-0.08748849968842796	0.05399017382675576	0.3097994730803808	0.11874340861538579	0.1568	0.16160000000000002	-0.08748849968842796	0.05399017382675576	0.3097994730803808	-0.025258379182427865	0.06506493602279041	0.21151440276472616	0.24970506185169358	0.059148275060772866	0.0	0.17788559372593551	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	40	82	left	True	False	0.12120725623566903	0.1006239683039189	0.1766	-0.0942274628561561	0.05164395137336296	0.31361950227497193	0.12120725623566903	0.1568	0.16160000000000002	-0.0942274628561561	0.05164395137336296	0.31361950227497193	-0.043764792647186884	0.07319884863422231	0.22214312780457535	0.259972122067679	0.05814418747492399	0.0	0.19460318534559554	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	41	83	left	True	False	0.11990381628357333	0.10714173145768566	0.1766	-0.10353995735858139	0.04749854927762048	0.317611781025637	0.11990381628357333	0.1568	0.16160000000000002	-0.10353995735858139	0.04749854927762048	0.317611781025637	-0.07076184378637664	0.08161562624433612	0.22734291990783376	0.27086666747319266	0.05187430611218433	0.0	0.21523990221366696	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	42	84	left	True	False	0.12459225119121886	0.1042932705533735	0.1766	-0.12997447303561926	0.05917854309487653	0.31836513798678956	0.12459225119121886	0.1568	0.16160000000000002	-0.12997447303561926	0.05917854309487653	0.31836513798678956	-0.10112753316853264	0.1145059661692731	0.2846289107671982	0.29485065722438364	0.05460729472498371	0.0	0.26052700288770564	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	43	85	left	True	False	0.12578247947189658	0.09487442998909044	0.1766	-0.155610353134986	0.10733664091215868	0.2507680189966946	0.12578247947189658	0.1568	0.16160000000000002	-0.155610353134986	0.10733664091215868	0.2507680189966946	-0.09471352637416801	0.08755308786585725	0.2438442893655807	0.2912698542340249	0.0637163732581827	0.0	0.24531152962596522	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	44	86	left	True	False	0.12173956167891192	0.10060298552776899	0.1766	-0.15909003404849534	0.10275849075107842	0.2449383470068781	0.12173956167891192	0.1568	0.16160000000000002	-0.15909003404849534	0.10275849075107842	0.2449383470068781	-0.09335204756235829	0.07769106341714692	0.23948105009897216	0.2890329353392433	0.05816446024499962	0.0	0.24204975145161325	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	45	87	left	True	False	0.11974315169405239	0.09905431526514391	0.1766	-0.15543656659990726	0.09050639888001596	0.2526590048202236	0.11974315169405239	0.1568	0.16160000000000002	-0.15543656659990726	0.09050639888001596	0.2526590048202236	-0.08888312133097608	0.06952681288659399	0.24216439838098522	0.28562548284267797	0.059662082644652885	0.0	0.24006697663721968	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	46	88	left	True	False	0.11595446299594621	0.08663853892562778	0.1766	-0.1513942395054055	0.09250243450909629	0.24999624700498557	0.11595446299594621	0.1568	0.16160000000000002	-0.1513942395054055	0.09250243450909629	0.24999624700498557	-0.08640330655556161	0.06960289555108125	0.23478340309749232	0.277302583967382	0.07174699032078381	0.0	0.2321805599335716	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	47	89	left	True	False	0.11875381272072172	0.09089781678424122	0.1766	-0.14713852209015504	0.09072935124899174	0.25385661886265426	0.11875381272072172	0.1568	0.16160000000000002	-0.14713852209015504	0.09072935124899174	0.25385661886265426	-0.08332835864362233	0.06876185606985143	0.2332330142694769	0.27688869108344855	0.06758770415248204	0.0	0.23177404406733026	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	48	90	left	True	False	0.12207843795601657	0.09311056407746927	0.1766	-0.14472768098046918	0.09475290088134564	0.25305819828226006	0.12207843795601657	0.1568	0.16160000000000002	-0.14472768098046918	0.09475290088134564	0.25305819828226006	-0.08204639149775385	0.07471965369679279	0.22757554092551738	0.27755010080469605	0.06543198184473817	0.0	0.2296887050971377	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	49	91	left	True	False	0.12289479821077294	0.0866015238891941	0.1766	-0.14439145027019673	0.09579080602835839	0.2486179166394575	0.12289479821077294	0.1568	0.16160000000000002	-0.14439145027019673	0.09579080602835839	0.2486179166394575	-0.08295046666338	0.07408109458962692	0.2215377609418182	0.27697104875844275	0.07178318778292996	0.0	0.22979822795252136	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	50	92	left	True	False	0.12051001271296442	0.0838876248109119	0.1766	-0.14272857290898958	0.09023662924388283	0.24994336431819886	0.12051001271296442	0.1568	0.16160000000000002	-0.14272857290898958	0.09023662924388283	0.24994336431819886	-0.08203961060160764	0.06735493490805196	0.22214194729839062	0.27333882253907643	0.07443933406280814	0.0	0.22954759192128102	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	51	93	left	True	False	0.11862029655182746	0.0917232330912337	0.1766	-0.1430876314212072	0.08693642648643973	0.24900123591567072	0.11862029655182746	0.1568	0.16160000000000002	-0.1430876314212072	0.08693642648643973	0.24900123591567072	-0.0856844511886934	0.07012478061119155	0.2234895110729803	0.27158036019478177	0.06678312355152236	0.0	0.2303982100326921	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	52	94	left	True	False	0.11843824820541038	0.09433355342450453	0.1766	-0.1467290096107645	0.08998255533632069	0.2410416223703218	0.11843824820541038	0.1568	0.16160000000000002	-0.1467290096107645	0.08998255533632069	0.2410416223703218	-0.09400780979594918	0.08368192816631946	0.22050131928219013	0.2729200038396459	0.0642421742142125	0.0	0.23226912279115966	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	53	95	left	True	False	0.11910111396057489	0.09815252219319048	0.1766	-0.1475101077390605	0.09089813094713534	0.23692999812321022	0.11910111396057489	0.1568	0.16160000000000002	-0.1475101077390605	0.09089813094713534	0.23692999812321022	-0.09816981757224347	0.09358913261964155	0.21795669629585998	0.2734481274429751	0.060535333922430906	0.0	0.2331916565006126	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	54	96	left	True	False	0.1192276583465822	0.09978789027355714	0.1766	-0.14442655366667895	0.08197847936327621	0.24196338007948523	0.1192276583465822	0.1568	0.16160000000000002	-0.14442655366667895	0.08197847936327621	0.24196338007948523	-0.09868825373786212	0.09430615883933526	0.2212521904539148	0.2722188275720842	0.05895235920181617	0.0	0.23441674161322135	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	55	97	left	True	False	0.11896824076436359	0.09590228924146162	0.1766	-0.14430034510902567	0.0829582796105313	0.24311980487073287	0.11896824076436359	0.1568	0.16160000000000002	-0.14430034510902567	0.0829582796105313	0.24311980487073287	-0.09667895350818179	0.0891558955574875	0.222444843390426	0.2718506577758092	0.06271786966750864	0.0	0.23405454969014364	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	56	98	left	True	False	0.11902969035515881	0.09356016888547442	0.1766	-0.14425462659301205	0.08946105181666075	0.24325159215749476	0.11902969035515881	0.1568	0.16160000000000002	-0.14425462659301205	0.08946105181666075	0.24325159215749476	-0.09381532381919287	0.08718734591169675	0.2225084333742632	0.2716208185112801	0.06499443237227107	0.0	0.2320748993842393	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	57	99	left	True	False	0.11824530828766486	0.09999210131057665	0.1766	-0.14437463097118858	0.08099966256749425	0.24891196498271445	0.11824530828766486	0.1568	0.16160000000000002	-0.14437463097118858	0.08099966256749425	0.24891196498271445	-0.09477557813237515	0.08335450318159308	0.22930058020614777	0.27305487636260023	0.058754892166591424	0.0	0.23527751191801408	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	58	100	left	True	False	0.122428284592965	0.09532232614449825	0.1766	-0.14570591443212652	0.08786840730433237	0.24779554503527562	0.122428284592965	0.1568	0.16160000000000002	-0.14570591443212652	0.08786840730433237	0.24779554503527562	-0.09332155653126752	0.0834182422684928	0.22953141280909345	0.2775253415920303	0.06328115345569676	0.0	0.23779729426369983	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	59	101	left	True	False	0.12512272144016548	0.095153834283788	0.1766	-0.14869057785709505	0.09287402103624444	0.24914935441579883	0.12512272144016548	0.1568	0.16160000000000002	-0.14869057785709505	0.09287402103624444	0.24914935441579883	-0.08990480485361053	0.0770612865423346	0.23527827241331833	0.2832707701946038	0.06344485595783689	0.0	0.24088085709270332	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	60	102	left	True	False	0.13288033506917973	0.08556733790071033	0.1766	-0.14801674857256314	0.11149201764422131	0.24964967921099973	0.13288033506917973	0.1568	0.16160000000000002	-0.14801674857256314	0.11149201764422131	0.24964967921099973	-0.0836657436627146	0.08518063358807326	0.23755422113463717	0.29139580685224326	0.07279486348466888	0.0	0.24039671704824708	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	61	103	left	True	False	0.13228215301232374	0.09405054370493508	0.1766	-0.1531130124834993	0.10670352669316496	0.24850851339009133	0.13228215301232374	0.1568	0.16160000000000002	-0.1531130124834993	0.10670352669316496	0.24850851339009133	-0.08720377010177424	0.08275496956718559	0.2406294747313958	0.2945867151873308	0.06451739505998565	0.0	0.2447496575142945	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	62	104	left	True	False	0.13128146128697668	0.09885870864141959	0.1766	-0.15296584908372432	0.10655641354983386	0.25337464121667785	0.13128146128697668	0.1568	0.16160000000000002	-0.15296584908372432	0.10655641354983386	0.25337464121667785	-0.0870832544180179	0.08175210706668568	0.24848884855439834	0.2945337563807997	0.05985142641825593	0.0	0.24670834461315344	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	63	105	left	True	False	0.12960856043048077	0.1026104004526984	0.1766	-0.15417727412740542	0.10760551494477873	0.2555911454084984	0.12960856043048077	0.1568	0.16160000000000002	-0.15417727412740542	0.10760551494477873	0.2555911454084984	-0.09498562614206915	0.09382101222459983	0.2502643890421847	0.29461661887519425	0.05622733053504238	0.0	0.24954012789053234	+z	+y	+z	True	True	True	False	False	False
box023_p2	box023	box023_person2	known_guard	64	106	left	True	False	0.1287118499306055	0.10094638029136054	0.1766	-0.14867188673890622	0.10230677753077848	0.2634434773411747	0.1287118499306055	0.1568	0.16160000000000002	-0.14867188673890622	0.10230677753077848	0.2634434773411747	-0.09963513308927827	0.10871655293693788	0.24772196370208402	0.2906636847046723	0.057832748806859575	0.0	0.24873953278007993	+z	+y	+z	True	True	True	False	False	False
