frame,eval_time_s,npz_time_s,ref_contact_left,ref_contact_right,raw_contact_left,raw_contact_right,robot_contact_5cm_left,robot_contact_5cm_right,ref_contact_any,raw_contact_any,sim_contact_any,sim_hand_object_dist_left_m,sim_hand_object_dist_right_m,ref_hand_object_dist_left_m,ref_hand_object_dist_right_m,sim_min_hand_sdf_m,ref_min_hand_sdf_m,object_pos_lag_m,support_proxy_lag_m,contact_miss_reason,phase_shift_suggestion_frames
28,0.56,0.4833342999999998,,,False,False,,,False,False,False,,,,,0.09714439046615847,0.0668032794781866,0.06368359208233285,,raw_or_retarget_questionable,0
29,0.58,0.5000009999999998,,,False,False,,,False,False,False,,,,,0.10246302312508332,0.05703767015219913,0.0637213783159923,,raw_or_retarget_questionable,0
30,0.6,0.5166676999999998,,,False,False,,,True,False,False,,,,,0.07476986893972534,0.02818955678370122,0.06375873988077346,,raw_or_retarget_questionable,0
31,0.62,0.5333343999999999,,,False,False,,,True,False,False,,,,,0.0750524454333655,0.009916157610241949,0.06380542471161926,,raw_or_retarget_questionable,0
32,0.64,0.5500010999999999,,,False,False,,,True,False,False,,,,,0.10363435581891728,0.01654987274622194,0.06382580833610167,,raw_or_retarget_questionable,0
33,0.66,0.5666677999999999,,,False,False,,,True,False,False,,,,,0.13186136389051434,0.009502582198589127,0.06384667775416811,,raw_or_retarget_questionable,0
34,0.68,0.5833345,,,False,False,,,True,False,False,,,,,0.15056308369798338,0.003870380869870238,0.0638767106460671,,raw_or_retarget_questionable,0
35,0.7,0.6000012,,,False,False,,,True,False,False,,,,,0.16099840155866602,0.0,0.06391994998651417,,raw_or_retarget_questionable,0
36,0.72,0.6166679,,,False,False,,,True,False,False,,,,,0.1701443310173501,0.0,0.06397570261240619,,raw_or_retarget_questionable,0
37,0.74,0.6333346000000001,,,False,False,,,True,False,False,,,,,0.1778830909510532,0.0,0.06406448277634308,,raw_or_retarget_questionable,0
38,0.76,0.6500013000000001,,,False,False,,,True,False,False,,,,,0.1842553157456323,0.0,0.06415866117089856,,raw_or_retarget_questionable,0
39,0.78,0.6666680000000001,,,False,False,,,True,False,False,,,,,0.190032411413319,0.0,0.06421450119392497,,raw_or_retarget_questionable,0
40,0.8,0.6833347000000002,,,False,False,,,True,False,False,,,,,0.19499968082411373,0.0,0.0642665849960144,,raw_or_retarget_questionable,0
41,0.82,0.7000014000000002,,,False,False,,,True,False,False,,,,,0.19837944095471377,0.0,0.06433430030351378,,raw_or_retarget_questionable,0
42,0.84,0.7166681000000003,,,False,False,,,True,False,False,,,,,0.19927101684822296,0.0,0.0644009279143723,,raw_or_retarget_questionable,0
43,0.86,0.7333348000000003,,,False,True,,,True,True,False,,,,,0.19677182378805697,0.0,0.06447642321332599,,raw_or_retarget_questionable,0
44,0.88,0.7500015000000003,,,False,True,,,True,True,False,,,,,0.19025856585980278,0.0,0.06454835448617036,,raw_or_retarget_questionable,0
45,0.9,0.7666682000000004,,,False,True,,,True,True,False,,,,,0.17885456154933527,0.0,0.06471099074476278,,raw_or_retarget_questionable,0
46,0.92,0.7833349000000004,,,False,True,,,True,True,False,,,,,0.1611862043067938,0.0,0.06488646839044523,,raw_or_retarget_questionable,0
47,0.94,0.8000016000000004,,,False,True,,,True,True,False,,,,,0.13780878969793003,0.0,0.06495202684497746,,raw_or_retarget_questionable,0
48,0.96,0.8166683000000005,,,False,True,,,True,True,False,,,,,0.11084442356739171,0.0,0.0649881569914893,,raw_or_retarget_questionable,0
49,0.98,0.8333350000000005,,,False,True,,,True,True,False,,,,,0.08167494008236648,0.0,0.06498665778012813,,raw_or_retarget_questionable,0
50,1.0,0.8500017000000005,,,False,True,,,True,True,False,,,,,0.0523595860276212,0.0,0.06497281735656374,,raw_or_retarget_questionable,0
51,1.02,0.8666684000000006,,,False,True,,,True,True,True,,,,,0.03949883128033754,0.0,0.06578369094729113,,hit,0
52,1.04,0.8833351000000006,,,False,True,,,True,True,True,,,,,0.03483878451283201,0.0,0.06665517626721203,,hit,0
53,1.06,0.9000018000000006,,,False,True,,,True,True,True,,,,,0.03359130949615935,0.0,0.06742254104071443,,hit,0
54,1.08,0.9166685000000007,,,True,True,,,True,True,True,,,,,0.03458636104791285,0.0,0.0680219591140173,,hit,0
55,1.1,0.9333352000000007,,,True,True,,,True,True,True,,,,,0.036173202001384464,0.0,0.06826806596517965,,hit,0
56,1.12,0.9500019000000007,,,True,True,,,True,True,True,,,,,0.03812226486840903,0.0,0.06831935719485246,,hit,0
57,1.14,0.9666686000000008,,,True,True,,,True,True,True,,,,,0.03957814929021647,0.0,0.0682183259559863,,hit,0
58,1.16,0.9833353000000008,,,True,True,,,True,True,True,,,,,0.04135830026358439,0.0,0.0680058070771407,,hit,0
59,1.18,1.0000020000000007,,,True,True,,,True,True,True,,,,,0.04309583053564464,0.0,0.06772501700120437,,hit,0
60,1.2,1.0166687000000008,,,True,True,,,True,True,True,,,,,0.045132010046555926,0.0,0.06729101202880551,,hit,0
61,1.22,1.0333354000000008,,,True,True,,,True,True,True,,,,,0.04561841327284927,0.0,0.06327365942933177,,hit,0
62,1.24,1.0500021000000008,,,True,True,,,True,True,True,,,,,0.03387797918864627,0.0,0.05879672331913248,,hit,0
63,1.26,1.0666688000000009,,,True,True,,,True,True,True,,,,,0.027469021900445256,0.0,0.05259540324872938,,hit,0
64,1.28,1.083335500000001,,,True,True,,,True,True,True,,,,,0.02502387520342464,0.0,0.04636919160211459,,hit,0
65,1.3,1.100002200000001,,,True,True,,,True,True,True,,,,,0.024577983012758653,0.0,0.039844856341564254,,hit,0
66,1.32,1.116668900000001,,,True,True,,,True,True,True,,,,,0.02432493680810921,0.0,0.03374750315769871,,hit,0
67,1.34,1.133335600000001,,,True,True,,,True,True,True,,,,,0.024166985611540792,0.0,0.028605110096996372,,hit,0
68,1.36,1.150002300000001,,,True,True,,,True,True,True,,,,,0.024229619204365505,0.0,0.024283176892407228,,hit,0
69,1.38,1.166669000000001,,,True,True,,,True,True,True,,,,,0.024764811138950515,0.0,0.021551638459628014,,hit,0
70,1.4,1.183335700000001,,,True,True,,,True,True,True,,,,,0.02644053522516704,0.0,0.020604632217417602,,hit,0
71,1.42,1.2000024000000011,,,True,True,,,True,True,True,,,,,0.02837152795129394,0.0,0.0197970219309949,,hit,0
72,1.44,1.2166691000000012,,,False,True,,,True,True,True,,,,,0.03044582745712804,0.0,0.019135158872475078,,hit,0
73,1.46,1.2333358000000012,,,False,True,,,True,True,True,,,,,0.03296856695435918,0.0,0.01791149616714128,,hit,0
74,1.48,1.2500025000000012,,,False,True,,,True,True,True,,,,,0.03486199208115598,0.0,0.016806706800926344,,hit,0
75,1.5,1.2666692000000013,,,False,True,,,True,True,True,,,,,0.03649170363379434,0.0,0.017726087557153485,,hit,0
76,1.52,1.2833359000000013,,,False,True,,,True,True,True,,,,,0.03772176907619579,0.0,0.019727827650306822,,hit,0
77,1.54,1.3000026000000013,,,False,True,,,True,True,True,,,,,0.039048588463496625,0.0,0.020326706334632225,,hit,0
78,1.56,1.3166693000000014,,,True,True,,,True,True,True,,,,,0.04015754106682562,0.0,0.02079416995878988,,hit,0
79,1.58,1.3333360000000014,,,True,True,,,True,True,True,,,,,0.041385056083477145,0.0,0.021466887790231745,,hit,0
80,1.6,1.3500027000000014,,,True,True,,,True,True,True,,,,,0.042925901734159166,0.0,0.0235050684130865,,hit,0
81,1.62,1.3666694000000015,,,False,True,,,True,True,True,,,,,0.04531226803860927,0.0,0.02580193085097802,,hit,0
82,1.64,1.3833361000000015,,,False,True,,,True,True,True,,,,,0.047274834710929914,0.0,0.02880502243028181,,hit,0
83,1.66,1.4000028000000015,,,False,True,,,True,True,True,,,,,0.04752328802370315,0.0,0.03249334561531829,,hit,0
84,1.68,1.4166695000000016,,,False,True,,,True,True,True,,,,,0.04618581281188233,0.0,0.03606218886523992,,hit,0
85,1.7,1.4333362000000016,,,False,True,,,True,True,True,,,,,0.0432512097588405,0.0,0.038280349071326256,,hit,0
86,1.72,1.4500029000000016,,,False,True,,,True,True,True,,,,,0.042301471992166884,0.0,0.04036304622409546,,hit,0
87,1.74,1.4666696000000017,,,True,True,,,True,True,True,,,,,0.04212992542856492,0.0,0.04459078769070723,,hit,0
88,1.76,1.4833363000000017,,,True,True,,,True,True,True,,,,,0.042280479490614475,0.0,0.04915189122994472,,hit,0
89,1.78,1.5000030000000018,,,True,True,,,True,True,True,,,,,0.04280204527287074,0.0,0.05318109039127974,,hit,0
90,1.8,1.5166697000000018,,,True,True,,,True,True,True,,,,,0.04322424323254542,0.0,0.05657319657534127,,hit,0
91,1.82,1.5333364000000018,,,True,True,,,True,True,True,,,,,0.04384318649857849,0.0,0.056254393864267685,,hit,0
92,1.84,1.5500031000000019,,,True,True,,,True,True,True,,,,,0.04547358492709469,0.0,0.05423900701071157,,hit,0
93,1.86,1.5666698000000019,,,False,True,,,True,True,True,,,,,0.04718378468742307,0.0,0.05403984704769795,,hit,0
94,1.88,1.583336500000002,,,False,True,,,True,True,True,,,,,0.04810594902235649,0.0,0.05497353475726423,,hit,0
95,1.9,1.600003200000002,,,False,True,,,True,True,True,,,,,0.04801488949859262,0.0,0.06315300534590941,,hit,0
96,1.92,1.616669900000002,,,False,True,,,True,True,True,,,,,0.047481710349886075,0.0,0.0760919105032893,,hit,0
97,1.94,1.633336600000002,,,True,True,,,True,True,True,,,,,0.046950483184677594,0.0,0.07991449351071643,,hit,0
98,1.96,1.650003300000002,,,True,True,,,True,True,True,,,,,0.04720304815301818,0.0,0.07844218111332837,,hit,0
99,1.98,1.666670000000002,,,True,True,,,True,True,True,,,,,0.04767574271997993,0.0,0.07978435523208097,,hit,0
100,2.0,1.6833367000000021,,,True,True,,,True,True,True,,,,,0.04824431886502939,0.0,0.08278177876796378,,hit,0
101,2.02,1.7000034000000022,,,True,True,,,True,True,True,,,,,0.047939904954372003,0.0,0.07864100772442473,,hit,0
102,2.04,1.7166701000000022,,,True,True,,,True,True,True,,,,,0.04651627494736871,0.0,0.06997807963363685,,hit,0
103,2.06,1.7333368000000022,,,True,True,,,True,True,True,,,,,0.046569274034306274,0.0,0.06818715948904466,,hit,0
104,2.08,1.7500035000000023,,,True,True,,,True,True,True,,,,,0.04712831370189324,0.0,0.07134127405959009,,hit,0
105,2.1,1.7666702000000023,,,True,True,,,True,True,True,,,,,0.04594495968645135,0.0,0.06862681967567989,,hit,0
106,2.12,1.7833369000000023,,,True,True,,,True,True,True,,,,,0.04637828059362353,0.0,0.06301101040318657,,hit,0
107,2.14,1.8000036000000024,,,True,True,,,True,True,True,,,,,0.04710296887186555,0.0,0.06352158904233549,,hit,0
108,2.16,1.8166703000000024,,,True,True,,,True,True,True,,,,,0.0493274523967166,0.0,0.06827235040160164,,hit,0
109,2.18,1.8333370000000024,,,True,True,,,True,True,False,,,,,0.05116391578347107,0.0,0.07095022675436194,,raw_or_retarget_questionable,0
110,2.2,1.8500037000000025,,,True,True,,,True,True,False,,,,,0.05053176478306093,0.0,0.07194782257505125,,raw_or_retarget_questionable,0
111,2.22,1.8666704000000025,,,True,True,,,True,True,True,,,,,0.046912443842721474,0.0,0.07385108308662476,,hit,0
112,2.24,1.8833371000000025,,,True,True,,,True,True,True,,,,,0.046022268719379145,0.0,0.07660902016188918,,hit,0
113,2.26,1.9000038000000026,,,True,True,,,True,True,True,,,,,0.04595933693440307,0.0,0.07744092220087453,,hit,0
114,2.28,1.9166705000000026,,,True,True,,,True,True,True,,,,,0.04704297093109683,0.0,0.07813907197594705,,hit,0
115,2.3,1.9333372000000026,,,True,True,,,True,True,True,,,,,0.048690377238050864,0.0014807789995677223,0.07571959143591288,,hit,0
116,2.32,1.9500039000000027,,,True,True,,,True,True,False,,,,,0.05289060221978609,0.0025056567979728217,0.07191724251593988,,raw_or_retarget_questionable,0
117,2.34,1.9666706000000027,,,True,True,,,True,True,False,,,,,0.05788510529145169,0.0022554745064770065,0.06980775036133198,,raw_or_retarget_questionable,0
118,2.36,1.9833373000000027,,,True,True,,,True,True,False,,,,,0.0591648038015658,0.0008842450463811824,0.0691292275190843,,raw_or_retarget_questionable,0
119,2.38,2.000004000000003,,,True,True,,,True,True,False,,,,,0.05577809463838862,0.0,0.06265548232647304,,raw_or_retarget_questionable,0
120,2.4,2.016670700000003,,,True,True,,,True,True,False,,,,,0.05191053631067738,0.0,0.05230294890232976,,raw_or_retarget_questionable,0
121,2.42,2.033337400000003,,,True,True,,,True,True,True,,,,,0.04534751185398794,0.0,0.05247392678373095,,hit,0
122,2.44,2.050004100000003,,,True,True,,,True,True,True,,,,,0.04551228462504603,0.0,0.06106399375669339,,hit,0
123,2.46,2.066670800000003,,,True,True,,,True,True,True,,,,,0.04741756506215061,0.0,0.0666295032580235,,hit,0
124,2.48,2.083337500000003,,,True,True,,,True,True,True,,,,,0.049626213497423854,0.0,0.06987974179530368,,hit,0
125,2.5,2.100004200000003,,,True,True,,,True,True,False,,,,,0.05068108742686056,0.0,0.07046431988654556,,raw_or_retarget_questionable,0
126,2.52,2.116670900000003,,,True,True,,,True,True,False,,,,,0.050925331544906915,0.0,0.06976210773536624,,raw_or_retarget_questionable,0
127,2.54,2.133337600000003,,,True,True,,,True,True,False,,,,,0.05072629502857512,0.0,0.069428913336237,,raw_or_retarget_questionable,0
128,2.56,2.150004300000003,,,True,True,,,True,True,False,,,,,0.050773693629317995,0.0,0.0700055915894004,,raw_or_retarget_questionable,0
129,2.58,2.166671000000003,,,True,False,,,True,True,False,,,,,0.05071003435347471,0.0,0.06387375766379409,,raw_or_retarget_questionable,0
130,2.6,2.183337700000003,,,True,False,,,True,True,True,,,,,0.049757676464501854,0.0,0.04984621492401122,,hit,0
131,2.62,2.200004400000003,,,True,False,,,True,True,True,,,,,0.04959728803498792,0.0,0.05150697441901516,,hit,0
132,2.64,2.2166711000000032,,,True,True,,,True,True,False,,,,,0.05071267756564518,0.0,0.06845367960759162,,raw_or_retarget_questionable,0
133,2.66,2.2333378000000033,,,True,True,,,True,True,True,,,,,0.04380344760003346,0.0,0.07835514061912963,,hit,0
134,2.68,2.2500045000000033,,,True,True,,,True,True,True,,,,,0.04297528182617322,0.0,0.08298997146121141,,hit,0
135,2.7,2.2666712000000033,,,True,True,,,True,True,True,,,,,0.04407494765385439,0.0012219300400903577,0.08295709930236246,,hit,0
136,2.72,2.2833379000000034,,,True,True,,,True,True,True,,,,,0.045778805329157735,0.004520373348995355,0.07791699877182158,,hit,0
137,2.74,2.3000046000000034,,,True,True,,,True,True,True,,,,,0.0468393768007071,0.006897824736214919,0.07442023055282959,,hit,0
138,2.76,2.3166713000000034,,,True,True,,,True,True,True,,,,,0.04768565481252013,0.0056623959579210625,0.07270755401683635,,hit,0
139,2.78,2.3333380000000035,,,True,True,,,True,True,True,,,,,0.04881143190618292,0.005275957310957036,0.07114087907162148,,hit,0
140,2.8,2.3500047000000035,,,True,True,,,True,True,False,,,,,0.05049149288881477,0.005969713359478324,0.07060827054830116,,raw_or_retarget_questionable,0
141,2.82,2.3666714000000035,,,True,True,,,True,True,False,,,,,0.05185795772350915,0.0049090727953282065,0.0692996120316374,,raw_or_retarget_questionable,0
142,2.84,2.3833381000000036,,,True,True,,,True,True,False,,,,,0.05269345291979638,0.0014353279889719461,0.06743568659752279,,raw_or_retarget_questionable,0
143,2.86,2.4000048000000036,,,True,True,,,True,True,False,,,,,0.052357513579768755,0.0,0.06532151536596376,,raw_or_retarget_questionable,0
144,2.88,2.4166715000000036,,,True,True,,,True,True,False,,,,,0.05098298496048709,0.0,0.06313527662086187,,raw_or_retarget_questionable,0
145,2.9,2.4333382000000037,,,True,True,,,True,True,True,,,,,0.044548257541440484,0.0,0.061867291270198084,,hit,0
146,2.92,2.4500049000000037,,,True,True,,,True,True,True,,,,,0.045250136847304556,0.0,0.06440629328790902,,hit,0
147,2.94,2.4666716000000037,,,True,True,,,True,True,True,,,,,0.04701765392111895,0.0,0.06319056263530225,,hit,0
148,2.96,2.4833383000000038,,,True,True,,,True,True,True,,,,,0.04740457694605077,0.0,0.0589987670337152,,hit,0
149,2.98,2.500005000000004,,,True,True,,,True,True,True,,,,,0.04730334980772938,0.0,0.05506935025047291,,hit,0
150,3.0,2.516671700000004,,,True,True,,,True,True,True,,,,,0.04826544649387016,0.0,0.05167874944852388,,hit,0
151,3.02,2.533338400000004,,,True,True,,,True,True,True,,,,,0.049444445665182746,0.0,0.04774366219963581,,hit,0
152,3.04,2.550005100000004,,,True,True,,,True,True,True,,,,,0.045304219217483455,0.0,0.04407284572611822,,hit,0
153,3.06,2.566671800000004,,,True,True,,,True,True,True,,,,,0.04691415043614505,0.0,0.04021203546539681,,hit,0
154,3.08,2.583338500000004,,,True,True,,,True,True,True,,,,,0.048510007001997646,0.0011767970726849208,0.03622845688834796,,hit,0
155,3.1,2.600005200000004,,,True,True,,,True,True,True,,,,,0.0478890067454571,0.0,0.03366361562422392,,hit,0
156,3.12,2.616671900000004,,,True,True,,,True,True,True,,,,,0.04973516868455313,0.0,0.029737365637468198,,hit,0
157,3.14,2.633338600000004,,,True,True,,,True,True,False,,,,,0.051484951506989896,0.0,0.030193818425190623,,raw_or_retarget_questionable,0
158,3.16,2.650005300000004,,,True,True,,,True,True,False,,,,,0.0500130672925459,0.0,0.039036695167524275,,raw_or_retarget_questionable,0
159,3.18,2.666672000000004,,,True,True,,,True,True,True,,,,,0.04934979340947948,0.0,0.0430514981237374,,hit,0
160,3.2,2.683338700000004,,,True,True,,,True,True,True,,,,,0.04940164249669782,0.0,0.04201651675338447,,hit,0
161,3.22,2.700005400000004,,,True,True,,,True,True,True,,,,,0.04935501445252605,0.0,0.03916413845825449,,hit,0
162,3.24,2.7166721000000043,,,True,True,,,True,True,True,,,,,0.04653413056083583,0.0,0.037051158692452416,,hit,0
163,3.26,2.7333388000000043,,,True,True,,,True,True,True,,,,,0.047804993682191654,0.0,0.033311592053819304,,hit,0
164,3.28,2.7500055000000043,,,True,True,,,True,True,True,,,,,0.043535412969499976,0.0,0.029050043323170703,,hit,0
165,3.3,2.7666722000000044,,,True,True,,,True,True,True,,,,,0.04199111008965378,0.0,0.026998940471862885,,hit,0
166,3.32,2.7833389000000044,,,True,True,,,True,True,True,,,,,0.04180031172216442,0.0,0.026644093800577112,,hit,0
167,3.34,2.8000056000000044,,,True,True,,,True,True,True,,,,,0.04072330020884202,0.0,0.029202252858955068,,hit,0
168,3.36,2.8166723000000045,,,True,True,,,True,True,True,,,,,0.03884222001959853,0.0,0.03624059643719569,,hit,0
169,3.38,2.8333390000000045,,,True,True,,,True,True,True,,,,,0.04137815163378461,0.0,0.049671423122500606,,hit,0
170,3.4,2.8500057000000045,,,True,True,,,True,True,True,,,,,0.04164868396611693,0.0,0.06227113405091346,,hit,0
171,3.42,2.8666724000000046,,,True,True,,,True,True,True,,,,,0.04125438827227884,0.0,0.0731987727977407,,hit,0
172,3.44,2.8833391000000046,,,True,True,,,True,True,True,,,,,0.04077561454569828,0.0,0.0805261789056816,,hit,0
173,3.46,2.9000058000000046,,,True,True,,,True,True,True,,,,,0.03735837974233108,0.0,0.08771982736536738,,hit,0
174,3.48,2.9166725000000047,,,True,True,,,True,True,True,,,,,0.03521790675038444,0.0,0.09501108684812863,,hit,0
175,3.5,2.9333392000000047,,,True,True,,,True,True,True,,,,,0.03465589223688609,0.0,0.1018053301314878,,hit,0
176,3.52,2.9500059000000047,,,True,True,,,True,True,True,,,,,0.03532694709637724,0.0,0.10781109920114049,,hit,0
177,3.54,2.9666726000000048,,,True,True,,,True,True,True,,,,,0.03653789813379521,0.0,0.1135696073518391,,hit,0
178,3.56,2.983339300000005,,,True,True,,,True,True,True,,,,,0.03868976577958455,0.0,0.11891288724287279,,hit,0
179,3.58,3.000006000000005,,,True,True,,,True,True,True,,,,,0.04027382153188258,0.0,0.12344738594230832,,hit,0
180,3.6,3.016672700000005,,,True,True,,,True,True,True,,,,,0.04161460694798019,0.0,0.12623210845418142,,hit,0
181,3.62,3.033339400000005,,,True,True,,,True,True,True,,,,,0.041705588734400945,0.0,0.12828461813157507,,hit,0
182,3.64,3.050006100000005,,,True,True,,,True,True,True,,,,,0.041236200172345805,0.0,0.12960578540695575,,hit,0
183,3.66,3.066672800000005,,,True,True,,,True,True,True,,,,,0.04022536968598195,0.0,0.13052027675585418,,hit,0
184,3.68,3.083339500000005,,,True,True,,,True,True,True,,,,,0.038664019538101,0.0,0.13123683295835337,,hit,0
185,3.7,3.100006200000005,,,True,True,,,True,True,True,,,,,0.03663945023463472,0.0,0.1315446461551795,,hit,0
186,3.72,3.116672900000005,,,True,True,,,True,True,True,,,,,0.034570406694364564,0.0,0.13146275873569763,,hit,0
187,3.74,3.133339600000005,,,True,True,,,True,True,True,,,,,0.03244146609847903,0.0,0.1312084621896458,,hit,0
188,3.76,3.150006300000005,,,True,True,,,True,True,True,,,,,0.030790523533741676,0.0,0.13105049812237288,,hit,0
189,3.78,3.166673000000005,,,True,True,,,True,True,True,,,,,0.02947851802011875,0.0,0.13101717843330274,,hit,0
190,3.8,3.183339700000005,,,True,True,,,True,True,True,,,,,0.029332585740079797,0.0,0.13100856335404484,,hit,0
191,3.82,3.2000064000000052,,,True,True,,,True,True,True,,,,,0.02965590013938435,0.0,0.13096742180335386,,hit,0
192,3.84,3.2166731000000053,,,True,True,,,True,True,True,,,,,0.030752610168897576,0.0,0.13119618426331925,,hit,0
193,3.86,3.2333398000000053,,,True,True,,,True,True,True,,,,,0.031247368222095784,0.0,0.13160984643692994,,hit,0
194,3.88,3.2500065000000053,,,True,True,,,True,True,True,,,,,0.032253149498681244,0.0,0.132292061389689,,hit,0
195,3.9,3.2666732000000054,,,True,False,,,True,True,True,,,,,0.035038096781683736,0.0,0.13308002468475744,,hit,0
196,3.92,3.2833399000000054,,,True,False,,,True,True,True,,,,,0.03862538517125441,0.01013005610036899,0.13403547443405728,,hit,0
197,3.94,3.3000066000000055,,,True,False,,,True,True,True,,,,,0.042784786896942484,0.010355811465357523,0.13519385502579725,,hit,0
198,3.96,3.3166733000000055,,,True,False,,,True,True,True,,,,,0.04800042177918967,0.010538547363748763,0.13658652681302424,,hit,0
199,3.98,3.3333400000000055,,,True,False,,,True,True,True,,,,,0.04914969916136264,0.01083691810362264,0.1377782324810731,,hit,0
200,4.0,3.3500067000000056,,,True,False,,,True,True,True,,,,,0.04803538223499032,0.011070076416864028,0.13887713006198385,,hit,0
201,4.02,3.3666734000000056,,,False,False,,,True,False,False,,,,,0.053290021592153736,0.011888658871392899,0.14072567254318533,,raw_or_retarget_questionable,0
202,4.04,3.3833401000000056,,,False,False,,,True,False,False,,,,,0.05851830912961703,0.013956024321926608,0.14180038332342323,,raw_or_retarget_questionable,0
203,4.06,3.4000068000000057,,,False,False,,,True,False,False,,,,,0.06263815876490558,0.016892506153992848,0.14275474868133142,,raw_or_retarget_questionable,0
204,4.08,3.4166735000000057,,,False,False,,,True,False,False,,,,,0.06740467378283038,0.022838356687897576,0.14369957528546942,,raw_or_retarget_questionable,0
205,4.1,3.4333402000000057,,,False,False,,,True,False,False,,,,,0.07331067920072049,0.03073758806498994,0.1446886832738015,,raw_or_retarget_questionable,0
