ordinal	variant	short_case_id	method	method_display	method_group	run_status	source_exp	split	e148_variant	e143_variant	e109_case_id	case_id	object_key	object_category	person_idx	derived_task	target_scene	trajectory	base_scene_act	rubber_scene_act	scene_name	override	object_asset	mask_path	baseline_variant	baseline_npz	baseline_outdir_npz	baseline_video	cem_hand_gate_min_sdf_m	cem_hand_gate_max_violation_pct	cem_hand_gate_hard_floor_m	hand_support_scale	contact_hdmi_mask_carry_union	hand_support_decay_frac	result_npz	outdir_npz	video	expected_quality	remote_sync_key
11	E156_box004_083_p1_gateA	box004_083_p1	+gateA	+gateA	gateA	to_run	E156	remote-gpu0	E148_box004_083_p1_rubber_hull	E143_box004_083_p1_raw_mask_ref_fk	e091_box004_20231003_2_083_p1	e091_box004_20231003_2_083_p1	box004	box	0	e091_box004_20231003_2_083_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E156_box004_083_p1_gateA.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	E156_box004_083_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	0.0	false	0.0	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_gateA.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_gateA_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_gateA_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem
12	E156_box004_083_p1_decay	box004_083_p1	E155_decay	E155_decay	decay	to_run	E156	remote-gpu0	E148_box004_083_p1_rubber_hull	E143_box004_083_p1_raw_mask_ref_fk	e091_box004_20231003_2_083_p1	e091_box004_20231003_2_083_p1	box004	box	0	e091_box004_20231003_2_083_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E156_box004_083_p1_decay.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	E156_box004_083_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	3.0	true	0.15	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_decay.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_decay_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_decay_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem
13	E156_box004_083_p2_spider_rubberhand	box004_083_p2	spider-rubberhand	spider-rubberhand	baseline	reuse_e148	E148	reuse	E148_box004_083_p2_rubber_hull	E143_box004_083_p2_raw_mask_ref_fk	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box004_083_p2_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E156_box004_083_p2_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4				0.0	false	0.0	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
14	E156_box004_083_p2_gateA	box004_083_p2	+gateA	+gateA	gateA	to_run	E156	remote-gpu1	E148_box004_083_p2_rubber_hull	E143_box004_083_p2_raw_mask_ref_fk	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E156_box004_083_p2_gateA.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E156_box004_083_p2_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	0.0	false	0.0	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p2_gateA.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p2_gateA_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p2_gateA_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
15	E156_box004_083_p2_decay	box004_083_p2	E155_decay	E155_decay	decay	reuse_e155	E155	reuse	E148_box004_083_p2_rubber_hull	E143_box004_083_p2_raw_mask_ref_fk	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	E155_reuse_runtime_cli	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E156_box004_083_p2_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	3.0	true	0.15	workspace/core4d/results/E155/cem/full/E155_box004_083_p2_decay.npz	workspace/core4d/results/E155/cem/full/E155_box004_083_p2_decay_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E155/cem/full/E155_box004_083_p2_decay_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
16	E156_box023_person2_spider_rubberhand	box023_person2	spider-rubberhand	spider-rubberhand	baseline	reuse_e148	E147	reuse	E148_box023_person2_rubber_hull	E143_box023_person2_raw_mask_ref_fk	box023_person2	box023_person2	box023	box	1	box023_person2_legobj	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_box023_person2_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box023/box023_m.obj	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	E156_box023_person2_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4				0.0	false	0.0	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	review	humanoid_object/box023_person2_legobj_e026_e081
17	E156_box023_person2_gateA	box023_person2	+gateA	+gateA	gateA	to_run	E156	remote-gpu1	E148_box023_person2_rubber_hull	E143_box023_person2_raw_mask_ref_fk	box023_person2	box023_person2	box023	box	1	box023_person2_legobj	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E156_box023_person2_gateA.yaml	example_datasets/processed/core4d/assets/objects/box023/box023_m.obj	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	E156_box023_person2_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	0.0	false	0.0	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box023_person2_gateA.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box023_person2_gateA_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box023_person2_gateA_full.mp4	review	humanoid_object/box023_person2_legobj_e026_e081
18	E156_box023_person2_decay	box023_person2	E155_decay	E155_decay	decay	reuse_e155	E155	reuse	E148_box023_person2_rubber_hull	E143_box023_person2_raw_mask_ref_fk	box023_person2	box023_person2	box023	box	1	box023_person2_legobj	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	E155_reuse_runtime_cli	example_datasets/processed/core4d/assets/objects/box023/box023_m.obj	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	E156_box023_person2_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	3.0	true	0.15	workspace/core4d/results/E155/cem/full/E155_box023_person2_decay.npz	workspace/core4d/results/E155/cem/full/E155_box023_person2_decay_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E155/cem/full/E155_box023_person2_decay_full.mp4	review	humanoid_object/box023_person2_legobj_e026_e081
19	E156_box004_082_p1_spider_rubberhand	box004_082_p1	spider-rubberhand	spider-rubberhand	baseline	reuse_e148	E147	reuse	E148_box004_082_p1_rubber_hull	E143_box004_082_p1_raw_mask_ref_fk	e091_box004_20231003_2_082_p1	e091_box004_20231003_2_082_p1	box004	box	0	e091_box004_20231003_2_082_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_082_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	E156_box004_082_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4				0.0	false	0.0	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	review	humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem
20	E156_box004_082_p1_gateA	box004_082_p1	+gateA	+gateA	gateA	to_run	E156	remote-gpu0	E148_box004_082_p1_rubber_hull	E143_box004_082_p1_raw_mask_ref_fk	e091_box004_20231003_2_082_p1	e091_box004_20231003_2_082_p1	box004	box	0	e091_box004_20231003_2_082_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E156_box004_082_p1_gateA.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	E156_box004_082_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	0.0	false	0.0	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_gateA.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_gateA_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_gateA_full.mp4	review	humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem
21	E156_box004_082_p1_decay	box004_082_p1	E155_decay	E155_decay	decay	to_run	E156	remote-gpu0	E148_box004_082_p1_rubber_hull	E143_box004_082_p1_raw_mask_ref_fk	e091_box004_20231003_2_082_p1	e091_box004_20231003_2_082_p1	box004	box	0	e091_box004_20231003_2_082_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E156_box004_082_p1_decay.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	E156_box004_082_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	3.0	true	0.15	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_decay.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_decay_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_decay_full.mp4	review	humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem
22	E156_box026_139_p1_spider_rubberhand	box026_139_p1	spider-rubberhand	spider-rubberhand	baseline	reuse_e148	E148	reuse	E148_box026_139_p1_rubber_hull	E143_box026_139_p1_raw_mask_ref_fk	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box026_139_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E156_box026_139_p1_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4				0.0	false	0.0	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
23	E156_box026_139_p1_gateA	box026_139_p1	+gateA	+gateA	gateA	to_run	E156	remote-gpu1	E148_box026_139_p1_rubber_hull	E143_box026_139_p1_raw_mask_ref_fk	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E156_box026_139_p1_gateA.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E156_box026_139_p1_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	0.0	false	0.0	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_gateA.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_gateA_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_gateA_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
24	E156_box026_139_p1_decay	box026_139_p1	E155_decay	E155_decay	decay	to_run	E156	remote-gpu1	E148_box026_139_p1_rubber_hull	E143_box026_139_p1_raw_mask_ref_fk	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E156_box026_139_p1_decay.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E156_box026_139_p1_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	-0.010000	0.100000	-0.020000	3.0	true	0.15	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_decay.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_decay_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_decay_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
