ordinal	variant	short_case_id	e148_variant	e109_case_id	case_id	object_key	object_category	person_idx	split	run_status	source_exp	anchor_variant	eef_offset_x	eef_offset_tag	target_variant_id	hand_collision_variant_id	derived_task	target_scene	trajectory	base_scene_act	rubber_scene_act	scene_name	override	object_asset	mask_path	baseline_variant	baseline_npz	baseline_outdir_npz	baseline_video	result_npz	outdir_npz	video	expected_quality	remote_sync_key
11	E150_box004_082_p1_off08	box004_082_p1	E148_box004_082_p1_rubber_hull	e091_box004_20231003_2_082_p1	e091_box004_20231003_2_082_p1	box004	box	0	remote-gpu0	to_run	E150	off08	0.08	off08	ref_fk	rubber_hull	e091_box004_20231003_2_082_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_082_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	E150_box004_082_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off08.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off08_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off08_full.mp4	review	humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem
12	E150_box004_082_p1_off11	box004_082_p1	E148_box004_082_p1_rubber_hull	e091_box004_20231003_2_082_p1	e091_box004_20231003_2_082_p1	box004	box	0	remote-gpu1	to_run	E150	off11	0.11	off11	ref_fk	rubber_hull	e091_box004_20231003_2_082_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_082_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	E150_box004_082_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off11.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off11_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off11_full.mp4	review	humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem
13	E150_box004_083_p2_off05	box004_083_p2	E148_box004_083_p2_rubber_hull	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	reuse	reuse_e148	E148	off05	0.05	off05	ref_fk	rubber_hull	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box004_083_p2_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E150_box004_083_p2_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
14	E150_box004_083_p2_off08	box004_083_p2	E148_box004_083_p2_rubber_hull	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	remote-gpu0	to_run	E150	off08	0.08	off08	ref_fk	rubber_hull	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box004_083_p2_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E150_box004_083_p2_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off08.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off08_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off08_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
15	E150_box004_083_p2_off11	box004_083_p2	E148_box004_083_p2_rubber_hull	e091_box004_20231003_2_083_p2	e091_box004_20231003_2_083_p2	box004	box	1	remote-gpu1	to_run	E150	off11	0.11	off11	ref_fk	rubber_hull	e091_box004_20231003_2_083_p2_e092_dyn	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box004_083_p2_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	E150_box004_083_p2_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off11.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off11_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off11_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn
16	E150_box021_035_p1_off05	box021_035_p1	E148_box021_035_p1_rubber_hull	d003_box021_20231011_035_p1	d003_box021_20231011_035_p1	box021	box	0	reuse	reuse_e148	E147	off05	0.05	off05	ref_fk	rubber_hull	d003_box021_20231011_035_p1_e107_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_d003_box021_20231011_035_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box021/box021_m.obj	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	E150_box021_035_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	review	humanoid_object/d003_box021_20231011_035_p1_e107_clean
17	E150_box021_035_p1_off08	box021_035_p1	E148_box021_035_p1_rubber_hull	d003_box021_20231011_035_p1	d003_box021_20231011_035_p1	box021	box	0	remote-gpu0	to_run	E150	off08	0.08	off08	ref_fk	rubber_hull	d003_box021_20231011_035_p1_e107_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_d003_box021_20231011_035_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box021/box021_m.obj	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	E150_box021_035_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off08.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off08_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off08_full.mp4	review	humanoid_object/d003_box021_20231011_035_p1_e107_clean
18	E150_box021_035_p1_off11	box021_035_p1	E148_box021_035_p1_rubber_hull	d003_box021_20231011_035_p1	d003_box021_20231011_035_p1	box021	box	0	remote-gpu1	to_run	E150	off11	0.11	off11	ref_fk	rubber_hull	d003_box021_20231011_035_p1_e107_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_d003_box021_20231011_035_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box021/box021_m.obj	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	E150_box021_035_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off11.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off11_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off11_full.mp4	review	humanoid_object/d003_box021_20231011_035_p1_e107_clean
19	E150_box026_139_p1_off05	box026_139_p1	E148_box026_139_p1_rubber_hull	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	reuse	reuse_e148	E148	off05	0.05	off05	ref_fk	rubber_hull	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box026_139_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E150_box026_139_p1_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
20	E150_box026_139_p1_off08	box026_139_p1	E148_box026_139_p1_rubber_hull	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	remote-gpu0	to_run	E150	off08	0.08	off08	ref_fk	rubber_hull	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box026_139_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E150_box026_139_p1_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off08.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off08_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off08_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
21	E150_box026_139_p1_off11	box026_139_p1	E148_box026_139_p1_rubber_hull	e091_box026_20231023_139_p1	e091_box026_20231023_139_p1	box026	box	0	remote-gpu1	to_run	E150	off11	0.11	off11	ref_fk	rubber_hull	e091_box026_20231023_139_p1_e106_clean	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	scene_act_E148_rubber_hull	examples/config/override/core4d_E148_box026_139_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box026/box026_m.obj	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	E150_box026_139_p1_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off11.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off11_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off11_full.mp4	review	humanoid_object/e091_box026_20231023_139_p1_e106_clean
22	E150_box004_083_p1_off05	box004_083_p1	E148_box004_083_p1_rubber_hull	e091_box004_20231003_2_083_p1	e091_box004_20231003_2_083_p1	box004	box	0	reuse	reuse_e148	E147	off05	0.05	off05	ref_fk	rubber_hull	e091_box004_20231003_2_083_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_083_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	E150_box004_083_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem
23	E150_box004_083_p1_off08	box004_083_p1	E148_box004_083_p1_rubber_hull	e091_box004_20231003_2_083_p1	e091_box004_20231003_2_083_p1	box004	box	0	remote-gpu0	to_run	E150	off08	0.08	off08	ref_fk	rubber_hull	e091_box004_20231003_2_083_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_083_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	E150_box004_083_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off08.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off08_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off08_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem
24	E150_box004_083_p1_off11	box004_083_p1	E148_box004_083_p1_rubber_hull	e091_box004_20231003_2_083_p1	e091_box004_20231003_2_083_p1	box004	box	0	remote-gpu1	to_run	E150	off11	0.11	off11	ref_fk	rubber_hull	e091_box004_20231003_2_083_p1_e096b_mask_cem	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act.xml	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	scene_act_E147_rubber_hull	examples/config/override/core4d_E147_e091_box004_20231003_2_083_p1_rubber_hull.yaml	example_datasets/processed/core4d/assets/objects/box004/box004_m.obj	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	E150_box004_083_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off11.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off11_outdir_full/trajectory_mjwp_act.npz	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off11_full.mp4	review	humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem
