case_id	object_key	source_exp	retarget_variant_id	metric_standard_id	prg_qpos	prg_qpos_sha256	scene_xml	scene_xml_sha256	trajectory	trajectory_sha256	contact_mask	contact_mask_sha256	person_idx	input_status
box001_20231003_2_037_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_037_p2_PRG_outdir_full/trajectory_mjwp_act.npz	63f8b6d63e91dbbb64df3041a19f0259e172823979b76059da1655f32b69b702	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/scene_act_E173_rubberHull_PRG.xml	48685c47e31303e4976022fc0a9fd8cc4746f1aa7712815f5b76ceabd11f460f	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/0/trajectory_kinematic.npz	f2eb95976d4e8b2bbf9041288b32f3c2da697aba7cd971e7453e8f71fec6e4bb	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_037_p2/raw_contact_mask_3cm.npz	426c70687f01458b6b1b659dc02d029a5d05001bdd766d60da228409a7b0f48e	1	pass
box001_20231003_2_038_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_038_p1_PRG_outdir_full/trajectory_mjwp_act.npz	94653c7cfef37312191790c9e963687f6b8fb4b7b9870ac5805665b4b58b2d6a	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/scene_act_E173_rubberHull_PRG.xml	c0fb539e1c0ce3420e8f21c962ca3b06d401ab4c616eea3e85965217e88ee920	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/0/trajectory_kinematic.npz	2dbbd5c8a30589dee6f92754492532dbbebef8d28d5db8d1d453d112d8a9410b	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p1/raw_contact_mask_3cm.npz	63f85e8b2e41506a836340f010e15fbfda67b993ba6983b9413195227a37cc8a	0	pass
box001_20231003_2_038_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_038_p2_PRG_outdir_full/trajectory_mjwp_act.npz	05f3c7a92351b3c6ecfe1ea9270507c3a0597764424de78f2f42d137e6d3db41	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/scene_act_E173_rubberHull_PRG.xml	ba3eb08d17c1db1c63ab43bde73f801aaf36c0ad899eb545bcbafbb983a990fc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/0/trajectory_kinematic.npz	ff357c05836685b2b43d6ae63b4532475730dea6e8ea2b102d7a791bcf151986	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_038_p2/raw_contact_mask_3cm.npz	d940121d14e7e53b1a43f838b8e7baefb975d1c29374a5863832435925128910	1	pass
box001_20231003_2_039_p1	box001	E173	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_039_p1_PRG_outdir_full/trajectory_mjwp_act.npz	36c6c564b66c8797b6e89e043eb64919aadf1adbf9ab9ffc2439b8b465caaeef	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/scene_act_E173_rubberHull_PRG.xml	2f1d72827030002930e25599e3b9df81f5056cddd07274881d0736454a6d87ff	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/0/trajectory_kinematic.npz	cc5a55ff79c38c04b222ef53f6191ef0425346977e29d65bdbedefea2df89a1f	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231003_2_039_p1/raw_contact_mask_3cm.npz	17c76c33c09d283f4cf1fba40f5224340fcdcc9d12119495a105e2529ae81ce6	0	pass
box001_20231003_2_041_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231003_2_041_p1_PRG_outdir_full/trajectory_mjwp_act.npz	abfd38575fa522cce303c3ca068df75fe89b12b3547f1c822a680ddc4c68629c	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/scene_act_E173_rubberHull_PRG.xml	942151d5e0eed8e2b80a439d1475a34e582058924aca91b1b1d51a953605e0bc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/0/trajectory_kinematic.npz	bbb14f9d630e6ee1ab27ecb5d94c7b5db2b845e29e1ed5710f13a613c07df948	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231003_2_041_p1/raw_contact_mask_3cm.npz	5b08eb55c2d3461997b223fae1ed57563fb14e2d7be3fa15be30a8430cb8b84b	0	pass
box001_20231020_010_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_010_p1_PRG_outdir_full/trajectory_mjwp_act.npz	e465232dc0b6c4400ebc8936f6839d5f9739f801a9ee20b6ace8e56f15c087fa	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/scene_act_E173_rubberHull_PRG.xml	9ecc94900f8ca2760360977c3f9da614bb42fc20ad359197c7920c5c552a9d72	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/0/trajectory_kinematic.npz	f33bba81c28909ddb1f9f0636c930fd92d04d12d0f9f01d4f87f41bf99fc148a	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_010_p1/raw_contact_mask_3cm.npz	a4d621ef2902537a01c9caac69bee9fa09c1c0f0b6975827a2c6bb33817da722	0	pass
box001_20231020_011_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_011_p1_PRG_outdir_full/trajectory_mjwp_act.npz	22c3c1e0deb2c7835902efcca583b88c28f76941d15d1841a063bfa340943c71	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/scene_act_E173_rubberHull_PRG.xml	4d6b5979bebea9957a00f950d289879faacddb99b0f78a00b1cee4dbb010d4d8	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/0/trajectory_kinematic.npz	7cd6a8f1a0b7aef9da7f506e52c768072f0f9d739de2bfd84ab9d42ab900fd88	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p1/raw_contact_mask_3cm.npz	2a8cc5ca6352e10dd3b0d61cd90b1b8dfafef3f19da8bc52585fdb3bc47e5040	0	pass
box001_20231020_011_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_011_p2_PRG_outdir_full/trajectory_mjwp_act.npz	d2761ec078b6bf2663cf33094ddcf4c433c855be604c3e1dac5f7c4db0fe5f9d	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/scene_act_E173_rubberHull_PRG.xml	16d15ef2f71f14d790a5b9a3f41cdab24563b967be3fd34bc2e08f2458b02382	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/0/trajectory_kinematic.npz	e3811343f87157a34602ad902667bd49fef2758f57772780cf5556ec12c426c3	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_011_p2/raw_contact_mask_3cm.npz	344c265749db4ce24c173b1ef00300f71ac9ffdd6631d1b7cb6304ce49291c70	1	pass
box001_20231020_014_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_014_p1_PRG_outdir_full/trajectory_mjwp_act.npz	df6f87436e3cfb3b0a132e4bafbe741f5aedd78e7a0260ce05801a0b1dee1621	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/scene_act_E173_rubberHull_PRG.xml	8b57a28d53a47918ec6251131cea047ec6efaa66740f8e2b4f14ef61b33a3c3a	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/0/trajectory_kinematic.npz	099510bd23ada050943351a06cedbb787687b786f4589b688425b057ad7cd0a9	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231020_014_p1/raw_contact_mask_3cm.npz	1a185578e6defac185981322314b395ee358837c71a5a219bd0c4a1abd286050	0	pass
box001_20231020_014_p2	box001	E173	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231020_014_p2_PRG_outdir_full/trajectory_mjwp_act.npz	6466d73d55edea1e780f48160d2c760e9927e615bf37c79641fef2bbc319d41d	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/scene_act_E173_rubberHull_PRG.xml	d1d91954d6d0d600863ec4f1a8ecf04e79b4864425286b2700d67c14d33829b7	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/0/trajectory_kinematic.npz	b6dbdca5fdb928bea47a2ff944ece7ec9ac1cb5d03aeeadae16fbcae0f8e2c7e	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231020_014_p2/raw_contact_mask_3cm.npz	f6f2bf32ce062dc091369a2b23ecce79b18417683c48635a64228fe79161c2b3	1	pass
box001_20231023_107_p1	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_107_p1_PRG_outdir_full/trajectory_mjwp_act.npz	0c1187a09afd72590cd4b93ba9f01d2b648cfaab96190ad6e0555d7e26353d67	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/scene_act_E173_rubberHull_PRG.xml	f9bf545f88d3394114e2e0864f3a8f4b0ed3484cbda9c202012db4eba7f7b47c	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/0/trajectory_kinematic.npz	e79541695982c573766a5ab2a832447e7478ad4df78630c4e984cd642ef451e8	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p1/raw_contact_mask_3cm.npz	86b3bc31a08a9d6e2b5f14992a923bcb0aa54696cd900201412be1de8e5098a8	0	pass
box001_20231023_107_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_107_p2_PRG_outdir_full/trajectory_mjwp_act.npz	a037d2cadc2bdfbf0bb84cde0cba13a618c994cae22de2f4fc6d84cb74c919bc	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/scene_act_E173_rubberHull_PRG.xml	83650ef1a583b82a76e45b51c27ddee668f496922acb6a5f3c5d7099e870d16b	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/0/trajectory_kinematic.npz	f75cd1a3eb31859c35c942be45fc05e87f6d8237330546b7c2092a2a12166376	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_107_p2/raw_contact_mask_3cm.npz	a7382d783f94314e9243fb12c081414b4652edb0ff98c61278946d74add0b706	1	pass
