case_id	object_key	source_exp	retarget_variant_id	qpos42_path	qpos42_sha256	qpos42_shape	trajectory_kinematic	trajectory_sha256	trajectory_qpos_shape	stage2b_manifest	converted_npz	omniretarget_output_npz	trimmed_npz	manifest_spider_trajectory	manifest_scene_act	solver_family	solver_version	manifest_match
box004_20231003_2_083_p1	box004	E172	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box004_20231003_2_083_p1_omnirt_scene_act_qpos.npz	074dbd26c617b2b8ccfbcb920ed217738234bd26479d6e491fccfd9921080062	(102, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/0/trajectory_kinematic.npz	fc9b914074d87c7f7077a7853a7382a193425184b8068bd39014e09f394b2055	(102, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/converted/20231003_2-083-person1-box004_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/retargeted/20231003_2-083-person1-box004_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/trimmed/20231003_2-083-person1-box004_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box004_20231003_2_083_p2	box004	E172	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box004_20231003_2_083_p2_omnirt_scene_act_qpos.npz	f90957a392265868686a49a550df8fc975199cba5eae9cf3fb1433682411dc8e	(105, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/0/trajectory_kinematic.npz	f9a94d6243079223678d91ae21311a45d4dad3e4337d1029370819d44c29f0e6	(105, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/converted/20231003_2-083-person2-box004_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/retargeted/20231003_2-083-person2-box004_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/trimmed/20231003_2-083-person2-box004_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231011_036_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231011_036_p2_omnirt_scene_act_qpos.npz	ae082353c49028c5412d3deb507ed1ca10f01093f813855c4f3ea3f06f7b1600	(144, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/0/trajectory_kinematic.npz	13f3c689d985aed19017fdcaff5cd3290e4bb9434a2ff06e5a1c9120e7a7de9d	(144, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/converted/20231011-036-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/retargeted/20231011-036-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/trimmed/20231011-036-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231011_037_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231011_037_p1_omnirt_scene_act_qpos.npz	9e53c5c17c3249e31fae0f62f4a4f596c71733c37f79be68944d0027d55455bb	(108, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/0/trajectory_kinematic.npz	5f2dd88f687dfb8c66527adbbc7e9e14c0d1fc0dcef2bdd57bc56f1831467376	(108, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/converted/20231011-037-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/retargeted/20231011-037-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/trimmed/20231011-037-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231011_038_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231011_038_p1_omnirt_scene_act_qpos.npz	b031ade056759e9892a48abc0fbace1b0d64dfc78bea6fd819e5caa8b779558e	(114, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/0/trajectory_kinematic.npz	94e170e0f34c4c0c92505fbfe688fbef97189cd0de9c420c7ce0dd494e692c3d	(114, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/converted/20231011-038-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/retargeted/20231011-038-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/trimmed/20231011-038-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231011_038_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231011_038_p2_omnirt_scene_act_qpos.npz	42e1a59d87a54d2079cbb0fedb9a7817f658d5aa85ffa376679f9d211094b78f	(117, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/0/trajectory_kinematic.npz	2a8296f1815c50cf16900479840bed4a9fce0b404f119817ea0c5c9f3f0b0cd6	(117, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/converted/20231011-038-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/retargeted/20231011-038-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/trimmed/20231011-038-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_028_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_028_p2_omnirt_scene_act_qpos.npz	1bcd2371ba0d77a067d60e644806d657641d05e68699241bbb1f855b7fe97904	(93, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/0/trajectory_kinematic.npz	96fff16ec0b9709e3cc7c71799533f3f1e6795809239cbf8cf3d3d89396015cc	(93, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/converted/20231018-028-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/retargeted/20231018-028-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/trimmed/20231018-028-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_029_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_029_p1_omnirt_scene_act_qpos.npz	b9188c02085c99aec981ff9722406855dd0c62ee7700894148af4f9220d7197e	(71, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_029_p1/0/trajectory_kinematic.npz	ae68be8611581f84a02833dac93991ee2dd638cb545a9f1c96fb8d8932a44ad9	(71, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_029_p1/converted/20231018-029-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_029_p1/retargeted/20231018-029-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_029_p1/trimmed/20231018-029-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_029_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_030_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_030_p1_omnirt_scene_act_qpos.npz	992e2870f3f23acf5574cfd249b7a6866377071940a9f8bf745ddb84f923a0b9	(88, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_030_p1/0/trajectory_kinematic.npz	d23961955c3405e1010ac024cff2e92adf36a9d2cffa4a966541661b22c1ea28	(88, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p1/converted/20231018-030-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p1/retargeted/20231018-030-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p1/trimmed/20231018-030-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_030_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_030_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_030_p2_omnirt_scene_act_qpos.npz	37f9791f634dc612c6f3266bf3a7fbd590ad9a06306ecb63c9560afa5cef0e4b	(88, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_030_p2/0/trajectory_kinematic.npz	f6bcad957383a6bdf17b968dd57a96da3cf60db8cda356ed7f9efdbbc953accc	(88, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p2/converted/20231018-030-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p2/retargeted/20231018-030-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_030_p2/trimmed/20231018-030-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_030_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_032_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_032_p1_omnirt_scene_act_qpos.npz	72d6073f8b8240ee954ca78c2eb17b2a49f6523a3567008f92c17411d3f7dfc2	(82, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz	9884275b1c6f75fad6bfd2a10b638bdc6bcbd5ded39687d7ea181cb55918cffc	(82, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/converted/20231018-032-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/retargeted/20231018-032-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/trimmed/20231018-032-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_032_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_032_p2_omnirt_scene_act_qpos.npz	5947a21184d398d37d658ce8421580b072be56335f6c3dc6d91098b5f693e484	(76, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p2/0/trajectory_kinematic.npz	89e38a93d8158facc495ea882ca709b6e97e390a28a0167861d755b50178fda2	(76, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p2/converted/20231018-032-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p2/retargeted/20231018-032-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_032_p2/trimmed/20231018-032-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_032_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_033_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_033_p1_omnirt_scene_act_qpos.npz	6fa1a74380d0972f0bbfd8e42a0a4253ecc0a36dd342201736c91fdd0590c990	(86, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_033_p1/0/trajectory_kinematic.npz	9152bdf8ea7ae0d2b12265dead9b310ef95f44535343e7e609d892c1f176b9ae	(86, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p1/converted/20231018-033-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p1/retargeted/20231018-033-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p1/trimmed/20231018-033-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_033_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_033_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_033_p2_omnirt_scene_act_qpos.npz	a655e624b2f55879f1028e1e81b7855fa87ce5c0ff0e1da23c8e2a3ec7933027	(97, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_033_p2/0/trajectory_kinematic.npz	d1a22832d4a64f1a8b7e64191401942e0759992fdbff4652723a9393f06ded52	(97, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p2/converted/20231018-033-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p2/retargeted/20231018-033-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_033_p2/trimmed/20231018-033-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_033_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
