variant,case,frame,eval_time_s,npz_time_s,opt_step,obj_err_m,pelvis_err_m,pelvis_z_qpos_m,sim_pelvis_z_m,ref_pelvis_z_m,sim_left_sdf_m,sim_right_sdf_m,sim_min_hand_sdf_m,ref_left_sdf_m,ref_right_sdf_m,ref_min_hand_sdf_m,sim_left_contact_count,sim_right_contact_count,sim_total_contact_count,ref_left_contact_count,ref_right_contact_count,ref_total_contact_count,sim_left_foot_z_m,sim_right_foot_z_m,sim_right_foot_xy_step_m,ref_right_foot_xy_step_m,right_hip_pitch_ctrl_diff,robot_ctrl_linf,robot_ctrl_l2,object_ctrl_linf,object_ctrl_l2,qpos_max_abs_diff_vs_ref,qvel_max_abs
E081_box025_p2_legobj,box025_person2_legobj,10,0.2,0.18333370000000004,0,0.06616431209040995,0.024768135769260544,0.789600670337677,0.789600670337677,0.7985690832138062,0.08652936447533183,0.10652592223975271,0.08652936447533183,0.06392105597423986,0.09000423971552624,0.06392105597423986,0,0,0,0,0,0,-0.002627842343765993,0.003052220114999192,0.00023368674539808154,0.0002844234780108888,0.0,0.0,0.0,0.0,0.0,0.06610515475040302,0.2126694917678833
E081_box025_p2_legobj,box025_person2_legobj,11,0.22,0.20000040000000005,0,0.06660642042654762,0.024993346340350043,0.7895749807357788,0.7895749807357788,0.7977531552314758,0.08812733990369931,0.10816364282597041,0.08812733990369931,0.06508472205946408,0.09098310653728064,0.06508472205946408,0,0,0,0,0,0,-0.0026710569300913978,0.002920868057796261,0.00025784326468454214,0.00028477246522453823,0.0,0.0,0.0,0.0,0.0,0.06655008852249011,0.24011607468128204
E081_box025_p2_legobj,box025_person2_legobj,12,0.24,0.21666710000000006,32,0.06692700733387717,0.025092177872908503,0.7895320057868958,0.7895320057868958,0.7969026565551758,0.08943701779685315,0.1102469592119179,0.08943701779685315,0.06625714280159384,0.09200858306713872,0.06625714280159384,0,0,0,0,0,0,-0.002616255348054812,0.00275667839456864,0.0002919930748303907,0.0002962620681323584,-0.024263620376586914,0.05072074383497238,0.07942312622659767,0.009999999892897904,0.015083303951345462,0.06687330960994586,0.20240764319896698
E081_box025_p2_legobj,box025_person2_legobj,13,0.26,0.23333380000000006,32,0.06716290952066145,0.024807832164795145,0.7894216775894165,0.7894216775894165,0.7958301901817322,0.09057998845126852,0.11242187745918958,0.09057998845126852,0.06889535153420318,0.09262914603974731,0.06889535153420318,0,0,0,0,0,0,-0.0024967573457904887,0.0025092262560220888,0.0004078713987704604,0.0004933882648709599,-0.02658519148826599,0.04684007167816162,0.07218669124140152,0.009999998030252755,0.015083303679227772,0.06711207091575488,0.16756795346736908
E081_box025_p2_legobj,box025_person2_legobj,14,0.28,0.25000050000000007,32,0.06732851002674935,0.024510249737466534,0.7891549468040466,0.7891549468040466,0.7947463393211365,0.09137781339454581,0.11422396933313556,0.09137781339454581,0.07160608102041893,0.0932243547945964,0.07160608102041893,0,0,0,0,0,0,-0.0023175784414857167,0.0020935355125980756,0.0005940441407062575,0.0005114384683754808,-0.03841106593608856,0.05840337462723255,0.0987951699992406,0.010000001755543053,0.01461271063268896,0.0672803646302782,0.24104009568691254
E081_box025_p2_legobj,box025_person2_legobj,15,0.3,0.26666720000000005,32,0.0674311408998774,0.02522979572839231,0.7887575030326843,0.7887575030326843,0.7938370108604431,0.09193281732553654,0.11580332987976955,0.09193281732553654,0.07323217537073418,0.09419738269677008,0.07323217537073418,0,0,0,0,0,0,-0.0021399927259359505,0.0015671845460391576,0.0005899233103586842,0.0004199218215985335,-0.04126821458339691,0.05108283460140228,0.0987580417883,0.010000005480833352,0.014612715700136489,0.06738481431966648,0.37115222215652466
E081_box025_p2_legobj,box025_person2_legobj,16,0.32,0.2833339,32,0.06749506423700354,0.02617983059821193,0.788189709186554,0.788189709186554,0.7929381728172302,0.09258496608435512,0.11679323499783906,0.09258496608435512,0.07479129296779324,0.09520464549855961,0.07479129296779324,0,0,0,0,0,0,-0.0019169305286762597,0.0008444126758781756,0.0006571296098023735,0.00041404809589540455,-0.04171879589557648,0.07309714145958424,0.13059155299445277,0.010000003618188202,0.014640600859493874,0.06745008885627612,0.5464731454849243
E081_box025_p2_legobj,box025_person2_legobj,17,0.34,0.3000006,32,0.06753853756044181,0.02806237537191878,0.7875050902366638,0.7875050902366638,0.7926426529884338,0.09334979573545016,0.11736397545250149,0.09334979573545016,0.07659919737364135,0.09318773961003596,0.07659919737364135,0,0,0,0,0,0,-0.0017272926601879166,4.018758128738337e-05,0.00046603829279917195,0.0005278069317786741,-0.046640023589134216,0.07737647369503975,0.1404100613763618,0.010000002977903932,0.014640600739019814,0.06749478488927707,0.6444658637046814
E081_box025_p2_legobj,box025_person2_legobj,18,0.36,0.3166673,32,0.06756524984154874,0.030060367991836798,0.7866784334182739,0.7866784334182739,0.7923890352249146,0.09419276870081367,0.11722049481377222,0.09419276870081367,0.07841878750136538,0.09094718790679096,0.07841878750136538,0,0,0,0,0,0,-0.0016809941227346331,-0.0008388246745497166,0.00026329232203108207,0.0005622617466214877,-0.047973766922950745,0.0900032571516931,0.16423629149430163,0.010000001755543053,0.014143119142809597,0.06752206146484241,0.7292205691337585
E081_box025_p2_legobj,box025_person2_legobj,19,0.38,0.33333399999999996,32,0.06758136742883405,0.032216301324732924,0.7858135104179382,0.7858135104179382,0.7915423512458801,0.09515087985722687,0.11664616892717589,0.09515087985722687,0.07840256282134189,0.08889785060865835,0.07840256282134189,0,0,0,0,0,0,-0.0016848687348967953,-0.0016939231944666164,0.00012532236478103557,0.0006318649277199374,-0.05297228693962097,0.0923510855063796,0.17761078414497886,0.009999999892897904,0.014143117172592454,0.06753845274215564,0.7625124454498291
E081_box025_p2_legobj,box025_person2_legobj,20,0.4,0.35000069999999994,32,0.0675916669699046,0.0339812253934298,0.7856497168540955,0.7856497168540955,0.7906488180160522,0.09601550136855724,0.115128814664398,0.09601550136855724,0.07818866786870898,0.08691077429178146,0.07818866786870898,0,0,0,0,0,0,-0.0012710721833654945,-0.001674489462487265,0.0003604424965293804,0.000671548104759609,-0.051209017634391785,0.09342857822775841,0.18833747294358966,0.00999999896157533,0.015588972453137614,0.06754851102596149,0.5708068013191223
E081_box025_p2_legobj,box025_person2_legobj,21,0.42,0.3666673999999999,32,0.06758899261663752,0.03464001248458201,0.7855613827705383,0.7855613827705383,0.7902243733406067,0.09673251834814195,0.11285877285991358,0.09673251834814195,0.07743771932816818,0.08187356703837073,0.07743771932816818,0,0,0,0,0,0,-0.0009263123685381569,-0.0015175563722942612,0.0003236819662433747,0.000697649927779822,-0.05367472767829895,0.11063876748085022,0.19654553389990004,0.009999998030252755,0.015588973011596712,0.06754524022107944,0.565506100654602
E081_box025_p2_legobj,box025_person2_legobj,22,0.44,0.3833340999999999,32,0.06758380386763461,0.03524450194364412,0.7853980660438538,0.7853980660438538,0.78984135389328,0.0969921072051036,0.10975680660454751,0.0969921072051036,0.0766139956485849,0.07650548336520718,0.07650548336520718,0,0,0,0,0,0,-0.000678718537855276,-0.001450238331429446,0.0002859446236121461,0.0006953857880660914,-0.07300744950771332,0.13438823819160461,0.21377279922135978,0.009999999543651938,0.016851430558580526,0.06753919780021533,0.7048519849777222
E081_box025_p2_legobj,box025_person2_legobj,23,0.46,0.4000007999999999,32,0.06758470164942255,0.03397321910072302,0.7851284146308899,0.7851284146308899,0.7893426418304443,0.09691594933686659,0.10610605056181971,0.09691594933686659,0.07367764866895937,0.07186246469646723,0.07186246469646723,0,0,0,0,0,0,-0.0005231242726030788,-0.001475057039917349,0.0004175978862687203,0.000492661194420229,-0.07840551435947418,0.15710285305976868,0.23547896916740113,0.009999999892897904,0.016851431109982145,0.06753908604150638,0.8016853332519531
E081_box025_p2_legobj,box025_person2_legobj,24,0.48,0.41666749999999986,32,0.06758629423196422,0.032487085999062866,0.784755527973175,0.784755527973175,0.7888324856758118,0.09616761693786718,0.10203894464932933,0.09616761693786718,0.07055488900178647,0.06710699457744035,0.06710699457744035,0,0,0,0,0,0,-0.00043533686371108327,-0.0015488773718750695,0.0005152620909898828,0.00045222073343604674,-0.095701664686203,0.1814364194869995,0.27649540132046674,0.010000004200264812,0.017320510020501716,0.06753965228563175,0.9090436697006226
E081_box025_p2_legobj,box025_person2_legobj,25,0.5,0.43333419999999984,32,0.06760701951981703,0.03265874117248283,0.7842909097671509,0.7842909097671509,0.7885124087333679,0.09526244375324372,0.09761005604124079,0.09526244375324372,0.06589688904047447,0.06020840268099431,0.06020840268099431,0,0,0,0,0,0,-0.0003600057882875013,-0.0016067233917393606,0.0005901180027309547,0.00036805489056772106,-0.10090035200119019,0.2099645733833313,0.30700777951722263,0.010000005480833352,0.017320512696691152,0.0675586587167345,1.0075883865356445
E081_box025_p2_legobj,box025_person2_legobj,26,0.52,0.4500008999999998,32,0.06762958122983548,0.03295002257416135,0.7836477160453796,0.7836477160453796,0.7882128953933716,0.0943333635917421,0.09236049724329282,0.09236049724329282,0.06102251633222505,0.05297896259203766,0.05297896259203766,0,0,0,0,0,0,-0.0004337107606396731,-0.0016540782377569702,0.0006761788009053526,0.0003461591183440495,-0.13923639059066772,0.2124670147895813,0.33180000939244,0.010000002046581358,0.017320510011476175,0.0675794756389223,1.1571853160858154
E081_box025_p2_legobj,box025_person2_legobj,27,0.54,0.4666675999999998,32,0.06761334717771122,0.03292174716374444,0.7828882336616516,0.7828882336616516,0.787022590637207,0.09319299915766793,0.08641512299292159,0.08641512299292159,0.05630046393155225,0.03957302636757393,0.03957302636757393,0,0,0,0,1,1,-0.000527298007213281,-0.001637838254428127,0.0006695683648810803,0.0006295467718749245,-0.15665870904922485,0.22421056032180786,0.34329976973970816,0.010000002046581358,0.017320508940179943,0.0675639784312807,1.3152093887329102
E081_box025_p2_legobj,box025_person2_legobj,28,0.56,0.4833342999999998,32,0.06759245707809357,0.03289866121686016,0.7819725871086121,0.7819725871086121,0.7857270240783691,0.0917174310241074,0.07977362609119593,0.07977362609119593,0.05173086077617334,0.025039535347532893,0.025039535347532893,0,0,0,1,1,2,-0.0006458611446104531,-0.00157654621459382,0.0006758632445061998,0.0005842827596422699,-0.1793939173221588,0.2330838441848755,0.35500140580043266,0.009999999252613634,0.017320504642277103,0.07144241034984589,1.4688196182250977
E081_box025_p2_legobj,box025_person2_legobj,29,0.58,0.5000009999999998,32,0.06758837990084317,0.033856147528673525,0.7809078693389893,0.7809078693389893,0.7847061157226562,0.0899686343633605,0.07287861341343499,0.07287861341343499,0.04542664668835944,0.017663304538134694,0.017663304538134694,0,0,0,1,1,2,-0.0007611793003786324,-0.0014971204756377143,0.000571251912391724,0.0006100863667435415,-0.1953980028629303,0.24119076132774353,0.36426367271426535,0.010000000183936208,0.01732050410293777,0.07123686373233795,1.6043299436569214
E081_box025_p2_legobj,box025_person2_legobj,30,0.6,0.5166676999999998,32,0.06758644233558257,0.034856504583495096,0.7796667218208313,0.7796667218208313,0.7837204933166504,0.08768714182992693,0.06591001524397228,0.06591001524397228,0.03885389939304956,0.011267803949411515,0.011267803949411515,0,0,0,1,1,2,-0.0009141404977097908,-0.0014340691363424266,0.00047504957891912803,0.0007338817378790188,-0.21868467330932617,0.2485487163066864,0.3799533037781983,0.010000001755543053,0.017320510009426058,0.0686972439289093,1.7354027032852173
E081_box025_p2_legobj,box025_person2_legobj,31,0.62,0.5333343999999999,32,0.06759660518325897,0.03460257365246232,0.7783377766609192,0.7783377766609192,0.7827585339546204,0.08527194477971672,0.05870659093251368,0.05870659093251368,0.03651578424393537,0.004421799206937971,0.004421799206937971,0,0,0,1,1,2,-0.0009706982064630401,-0.0013984537096582914,0.0004362842722387896,0.0006394973819825887,-0.2299117147922516,0.24641457200050354,0.3790296986093508,0.010000002046581358,0.017320508932795565,0.07014906406402588,1.8231691122055054
E081_box025_p2_legobj,box025_person2_legobj,32,0.64,0.5500010999999999,32,0.06760835846336823,0.033926416250522985,0.7768430113792419,0.7768430113792419,0.7817999124526978,0.08307270758608404,0.051008382207448244,0.051008382207448244,0.03477245128057632,0.0,0.0,0,0,0,1,1,2,-0.0010446892520593887,-0.0014969922888407663,0.0004347626579250998,0.0007162020129855414,-0.250562459230423,0.250562459230423,0.3914555583034455,0.009999996167607605,0.01732049926651448,0.07081104815006256,1.880746841430664
E081_box025_p2_legobj,box025_person2_legobj,33,0.66,0.5666677999999999,32,0.06760028640545773,0.0322361388704312,0.7753622531890869,0.7753622531890869,0.7806809544563293,0.08101080952738066,0.04364274950699959,0.04364274950699959,0.03351714793567867,0.0,0.0,0,1,1,1,1,2,-0.001123917375879073,-0.0013919346323671977,0.0001812586322489664,0.0004249623468953451,-0.24498537182807922,0.24498537182807922,0.38121960736697064,0.009999996749684215,0.01732050035381068,0.07222577929496765,1.8890489339828491
E081_box025_p2_legobj,box025_person2_legobj,34,0.68,0.5833345,32,0.06785723126328157,0.030324248648811267,0.7741518616676331,0.7741518616676331,0.7795379161834717,0.07916204406108757,0.04175856729689681,0.04175856729689681,0.03252680649967371,0.0,0.0,0,1,1,1,1,2,-0.0011781866357604767,-0.000694846656699187,9.312415865865174e-05,0.0005618430683158084,-0.2482483983039856,0.2482483983039856,0.3929955698884222,0.009999997389968485,0.017320500353810282,0.07691717147827148,1.9973533153533936
E081_box025_p2_legobj,box025_person2_legobj,35,0.7,0.6000012,32,0.06686197779457621,0.028651641299090442,0.7730705738067627,0.7730705738067627,0.779123842716217,0.07524197874515176,0.041332823218514,0.041332823218514,0.032513570447948836,0.0,0.0,0,1,1,1,1,2,-0.0014616295622011388,0.0002845194679656701,0.0006855688993744762,0.010154978951295662,-0.23486405611038208,0.23486405611038208,0.38803854533577864,0.009999999252613634,0.017320504117705478,0.08369238674640656,2.03324294090271
E081_box025_p2_legobj,box025_person2_legobj,36,0.72,0.6166679,32,0.06671573689590038,0.027064858629802048,0.771953821182251,0.771953821182251,0.7788267135620117,0.0729431180294427,0.042253227685344064,0.042253227685344064,0.03312400980759406,0.0,0.0,0,1,1,1,1,2,-0.002114538600223058,0.0013407044538431487,0.0010863329435633184,0.011635643274702465,-0.22909462451934814,0.22909462451934814,0.39689046517548215,0.009999998030252755,0.017320503554981617,0.09133346378803253,1.9976484775543213
E081_box025_p2_legobj,box025_person2_legobj,37,0.74,0.6333346000000001,32,0.06686036487719227,0.02475518167364627,0.7712361812591553,0.7712361812591553,0.7778027653694153,0.07203922900398646,0.043161541494239064,0.043161541494239064,0.03264505339474616,0.0,0.0,0,1,1,1,1,2,-0.0023495773132384268,0.002678668253032264,0.0010065123379846702,0.0014424209414125619,-0.20847302675247192,0.20847302675247192,0.3901038169092981,0.010000000474974513,0.017320504096373507,0.10231691598892212,1.8904341459274292
E081_box025_p2_legobj,box025_person2_legobj,38,0.76,0.6500013000000001,32,0.06706820316770629,0.022615391624338316,0.7708120942115784,0.7708120942115784,0.7766541838645935,0.07195766904366035,0.04398083493352495,0.04398083493352495,0.032154725432314735,0.0,0.0,0,1,1,1,1,2,-0.0023010528501601624,0.004223166425667162,0.0007633487134481909,0.0005708387266995904,-0.19923657178878784,0.19923657178878784,0.3868361551980656,0.009999999543651938,0.01732050517628484,0.11548939347267151,1.7602763175964355
E081_box025_p2_legobj,box025_person2_legobj,39,0.78,0.6666680000000001,32,0.06724502857967883,0.023914356809525934,0.7705374360084534,0.7705374360084534,0.7772466540336609,0.07142134104071246,0.044582544351399356,0.044582544351399356,0.030420158999084734,0.0,0.0,0,1,1,1,1,2,-0.0021601859698148,0.005745293653243749,0.0006142374733657925,9.970666157352445e-05,-0.17585378885269165,0.17585378885269165,0.39135779962868306,0.010000000183936208,0.017320506243888603,0.12803417444229126,1.5948553085327148
E081_box025_p2_legobj,box025_person2_legobj,40,0.8,0.6833347000000002,32,0.06735689338439788,0.02579653433493828,0.7700581550598145,0.7700581550598145,0.7781571745872498,0.0696056532469867,0.04562925627253972,0.04562925627253972,0.028347925291753284,0.0,0.0,0,1,1,1,1,2,-0.0021128694899543513,0.006443110318626995,0.00513827009846878,0.00012826318907319852,-0.14633888006210327,0.17122004926204681,0.3976788728125033,0.010000000824220479,0.017320504658277124,0.14349550008773804,1.3377336263656616
E081_box025_p2_legobj,box025_person2_legobj,41,0.82,0.7000014000000002,32,0.06737326628539947,0.02614011148252099,0.769834041595459,0.769834041595459,0.7780633568763733,0.06591287475978108,0.04607532658695962,0.04607532658695962,0.024152286304625292,0.0,0.0,0,1,1,1,1,2,-0.00198295102182567,0.007576883985122629,0.0009676170237272783,8.676284974226911e-05,-0.11672019958496094,0.2035549357533455,0.41783154964250163,0.010000004200264812,0.017320508395917658,0.16056057810783386,1.196926236152649
E081_box025_p2_legobj,box025_person2_legobj,42,0.84,0.7166681000000003,32,0.06736559202559687,0.026299236423330978,0.7696827054023743,0.7696827054023743,0.7777745723724365,0.060268117055523984,0.04624064626926877,0.04624064626926877,0.019319954036701226,0.0,0.0,0,1,1,1,1,2,-0.0018384884317548741,0.008538145829004105,0.000372995604719119,6.606436211650071e-05,-0.07303273677825928,0.23634950071573257,0.45226676529938953,0.010000001755543053,0.01732050893730817,0.18101739883422852,1.0604826211929321
E081_box025_p2_legobj,box025_person2_legobj,43,0.86,0.7333348000000003,32,0.06736031129146769,0.0224663119497518,0.7695280909538269,0.7695280909538269,0.7763704657554626,0.05261926607601092,0.04696868719753017,0.04696868719753017,0.01542299767202887,0.0,0.0,0,1,1,1,1,2,-0.001712366000454324,0.009165773269491792,0.0005521912881943102,0.00019382807743616477,-0.043566763401031494,0.2685321569442749,0.4892880215660342,0.010000004200264812,0.017320510019271027,0.18363527953624725,1.1104998588562012
E081_box025_p2_legobj,box025_person2_legobj,44,0.88,0.7500015000000003,32,0.06734896899143064,0.020430222498714807,0.769284188747406,0.769284188747406,0.7747368216514587,0.0433306096971216,0.04877328969834355,0.0433306096971216,0.011579355662837132,0.0,0.0,1,1,2,1,1,2,-0.0015912781734058606,0.009432334747581879,0.00045209793536319954,0.00015627831859945802,-0.017827391624450684,0.2983434796333313,0.5292716793079845,0.010000005480833352,0.01732051108687584,0.18579337000846863,1.4596664905548096
E081_box025_p2_legobj,box025_person2_legobj,45,0.9,0.7666682000000004,32,0.06809502961889091,0.017841485879805972,0.7689415812492371,0.7689415812492371,0.7719078660011292,0.04013668868360837,0.0506459432497956,0.04013668868360837,0.011696197385102358,0.0,0.0,1,0,1,1,1,2,-0.0012316097653465655,0.009326373646449525,0.0002896562705703276,0.0006435319536241601,0.0024320483207702637,0.3322165906429291,0.5643008382735991,0.010000002686865628,0.01732050893238584,0.2158028781414032,1.5274722576141357
E081_box025_p2_legobj,box025_person2_legobj,46,0.92,0.7833349000000004,32,0.06848945696102418,0.015787848553127662,0.7685233354568481,0.7685233354568481,0.7688184976577759,0.03965721949991213,0.049912636864046955,0.03965721949991213,0.012821850373689214,0.0040217504004770865,0.0040217504004770865,1,0,1,1,1,2,-0.000611624187530975,0.008919263600170486,0.0004411936663449548,0.000611788100028594,0.02256220579147339,0.36121995747089386,0.5889053253861747,0.010000000474974513,0.017320507858217243,0.2490786612033844,1.3952561616897583
E081_box025_p2_legobj,box025_person2_legobj,47,0.94,0.8000016000000004,32,0.06585772957797884,0.013570366395277315,0.7680787444114685,0.7680787444114685,0.7691552042961121,0.04003571953827384,0.048861410437563146,0.04003571953827384,0.014863865270366317,0.004974333632768557,0.004974333632768557,1,1,2,1,1,2,6.248878973588029e-05,0.00836027084854949,0.0006692646608785074,0.000404271162637074,0.03439384698867798,0.37461237609386444,0.5984733264270032,0.010000001755543053,0.01732050785821775,0.2670871466398239,1.259287714958191
E081_box025_p2_legobj,box025_person2_legobj,48,0.96,0.8166683000000005,32,0.06587408993778593,0.011248841648339983,0.7675657272338867,0.7675657272338867,0.7702798843383789,0.04051953661134172,0.04814530786158849,0.04051953661134172,0.0170371339143931,0.005027637835341103,0.005027637835341103,1,1,2,1,1,2,0.0006971863914336032,0.0077827199844292885,0.0007554292167196367,0.0005135331920627517,0.0277138352394104,0.3784303516149521,0.6012740384195557,0.01000000792555511,0.01732051705079639,0.2802002280950546,1.2918566465377808
E081_box025_p2_legobj,box025_person2_legobj,49,0.98,0.8333350000000005,32,0.06636899374285915,0.010123208107005397,0.766955554485321,0.766955554485321,0.7702298164367676,0.04100947409243,0.047633407277134776,0.04100947409243,0.017831206858839987,0.004407320203879184,0.004407320203879184,1,1,2,1,1,2,0.0011792260356642686,0.007157469114501408,0.0005598418105545034,0.0005736241571407516,0.0294572114944458,0.38067854940891266,0.601609338605455,0.0100000073434785,0.017320517581521283,0.2843718081712723,1.3230881690979004
E081_box025_p2_legobj,box025_person2_legobj,50,1.0,0.8500017000000005,32,0.06686957840681325,0.008913451890469331,0.7661993503570557,0.7661993503570557,0.7698950171470642,0.04142672148397547,0.04722119309361278,0.04142672148397547,0.018273088575490315,0.003619583383939695,0.003619583383939695,1,1,2,1,1,2,0.0013335234245391361,0.006479553499897331,0.0002916632090235569,0.0007432290331538767,0.03631860017776489,0.38200773298740387,0.6015193484862414,0.010000001115258783,0.0173205067877416,0.28436486423015594,1.3944240808486938
E081_box025_p2_legobj,box025_person2_legobj,51,1.02,0.8666684000000006,32,0.06738489442018311,0.0073675715993529655,0.7654842734336853,0.7654842734336853,0.7659544944763184,0.041832708166602284,0.04680502855206786,0.041832708166602284,0.018291963536009204,0.0023868668498235324,0.0023868668498235324,1,1,2,1,1,2,0.0013513452997406805,0.005899191300308949,0.00029732233129011235,0.01806908429220265,0.05886363983154297,0.3918265402317047,0.61139932454085,0.010000003618188202,0.017320508935667504,0.28930163383483887,1.3945343494415283
E081_box025_p2_legobj,box025_person2_legobj,52,1.04,0.8833351000000006,32,0.06788329275740046,0.007522463551698222,0.7648372650146484,0.7648372650146484,0.7610942125320435,0.04222357419785211,0.046428446711482774,0.04222357419785211,0.018199688268912828,0.001031381424078992,0.001031381424078992,1,1,2,1,1,2,0.0012895803929986877,0.005404318024649628,0.00028886457406985107,0.022442137182855208,0.09006249904632568,0.39596347510814667,0.6236272462375636,0.010000001755543053,0.01732050947500753,0.3021216541528702,1.4344546794891357
E081_box025_p2_legobj,box025_person2_legobj,53,1.06,0.9000018000000006,32,0.06846065566236371,0.008933734156079096,0.7644371390342712,0.7644371390342712,0.7572552561759949,0.042610223678670234,0.04610685029143108,0.042610223678670234,0.017828770731314225,2.8092578393146272e-05,2.8092578393146272e-05,1,1,2,1,1,2,0.0012699421946950618,0.005137508592584952,0.00014688279413992584,0.011197454682026514,0.1177757978439331,0.40770429372787476,0.6461929014004575,0.010000001755543053,0.017320505709882042,0.3138341009616852,1.4167144298553467
