variant,kind,frame,eval_time_s,leg_box_sdf_min_m,leg_box_sdf_arg,hand_box_sdf_min_m,hand_box_sdf_arg,leg_object_contact_count,hand_object_contact_count,object_floor_contact_count,leg_object_contact_min_dist_m,hand_object_contact_min_dist_m,object_bottom_proxy_m,object_z_m
E081_box023_p2_legobj,sim,89,1.78,0.060296577073565734,right_thigh_collision,0.0007235317684073095,rh,0,0,0,,,0.3065710663925003,0.4831710663925003
E081_box023_p2_legobj,sim,90,1.8,0.05400840900095103,right_thigh_collision,0.0003301883819198381,rh,0,0,0,,,0.3106018630315205,0.48720186303152047
E081_box023_p2_legobj,sim,91,1.82,0.048355485762054985,right_thigh_collision,-0.0003604780081844505,rh,0,1,0,,-0.00036047800818442277,0.31453535519554066,0.4911353551955407
E081_box023_p2_legobj,sim,92,1.84,0.04445726331476304,right_thigh_collision,0.0003569453291029506,rh,0,0,0,,,0.31816718892460527,0.49476718892460525
E081_box023_p2_legobj,sim,93,1.86,0.039897797009129064,right_thigh_collision,-0.0033405904604713182,lh,0,1,0,,-0.003340590460471325,0.32171625779511615,0.4983162577951161
E081_box023_p2_legobj,sim,94,1.88,0.035743430195257365,right_thigh_collision,-0.004891262057738814,lh,0,2,0,,-0.004891262057738814,0.32617848410445494,0.5027784841044549
E081_box023_p2_legobj,sim,95,1.9,0.03201268362983143,right_thigh_collision,-0.004865913572780253,lh,0,2,0,,-0.004865913572780253,0.33146337325438624,0.5080633732543862
E081_box023_p2_legobj,sim,96,1.92,0.02969938394502051,right_thigh_collision,-0.006001701926560632,lh,0,1,0,,-0.006001701926560632,0.3375729702437563,0.5141729702437563
E081_box023_p2_legobj,sim,97,1.94,0.025277250703823716,right_thigh_collision,-0.0053155398222727995,lh,0,1,0,,-0.0053155398222727995,0.3443417298535715,0.5209417298535715
E081_box023_p2_legobj,sim,98,1.96,0.01867490493076312,right_thigh_collision,-0.004116862294537359,lh,0,1,0,,-0.004116862294537359,0.35120268805331634,0.5278026880533163
E081_box023_p2_legobj,sim,99,1.98,0.011585786343645689,right_thigh_collision,-0.002662234368457937,lh,0,1,0,,-0.002662234368457972,0.35791407825557997,0.53451407825558
E081_box023_p2_legobj,sim,100,2.0,0.006635713066159003,right_thigh_collision,-0.0013574564506088557,lh,0,1,0,,-0.0013574564506088557,0.36409006989000126,0.5406900698900012
E081_box023_p2_legobj,sim,101,2.02,0.0062245550111389575,right_thigh_collision,-0.00032304933145749226,lh,0,1,0,,-0.0003230493314574645,0.36952390015379377,0.5461239001537938
E081_box023_p2_legobj,sim,102,2.04,0.010645228376060863,right_thigh_collision,0.00022853622388827044,lh,0,0,0,,,0.37379312001973475,0.5503931200197347
E081_box023_p2_legobj,sim,103,2.06,0.014738578976514295,right_thigh_collision,-0.0011242693390301067,lh,0,2,0,,-0.0011242693390301067,0.37627374466814656,0.5528737446681465
E081_box023_p2_legobj,sim,104,2.08,0.017956152331242835,right_thigh_collision,-0.0017955006182928945,lh,0,2,0,,-0.0017955006182929015,0.37725138488249477,0.5538513848824947
E081_box023_p2_legobj,sim,105,2.1,0.02091250823111753,right_thigh_collision,-0.0020607332002926734,lh,0,1,0,,-0.0020607332002926734,0.3765933753430294,0.5531933753430294
E081_box023_p2_legobj,sim,106,2.12,0.014343439241144777,right_thigh_collision,-0.007317943789896607,lh,0,1,0,,-0.007317943789896607,0.3747162375628764,0.5513162375628764
E081_box023_p2_legobj,sim,107,2.14,0.011459484351046427,right_thigh_collision,-0.007572607655440607,lh,0,1,0,,-0.007572607655440607,0.37147622198659536,0.5480762219865953
E081_box023_p2_legobj,sim,108,2.16,0.010845998354944784,right_thigh_collision,-0.006139589785103719,lh,0,1,0,,-0.006139589785103747,0.36712568400386636,0.5437256840038663
E081_box023_p2_legobj,sim,109,2.18,0.009933283275873471,right_thigh_collision,-0.003589050774170155,lh,0,1,0,,-0.003589050774170155,0.3621563540713222,0.5387563540713222
E081_box023_p2_legobj,sim,110,2.2,0.009176760867255766,right_thigh_collision,-0.00032054079379634226,lh,0,1,0,,-0.00032054079379634226,0.35694090754530705,0.533540907545307
E081_box023_p2_legobj,sim,111,2.22,0.007793994958580651,right_thigh_collision,0.0028458692403507055,lh,0,0,0,,,0.35177102570825036,0.5283710257082503
E081_box023_p2_legobj,sim,112,2.24,0.00570431707310954,right_thigh_collision,0.0030314837020482405,rh,0,0,0,,,0.346828403232431,0.523428403232431
E081_box023_p2_legobj,sim,113,2.26,0.0026093503789125227,right_thigh_collision,0.0005169281211717253,rh,0,0,0,,,0.3420821058284129,0.5186821058284129
E081_box023_p2_legobj,sim,114,2.28,-0.004611860385745577,right_thigh_collision,-0.002896019323423135,rh,1,1,0,-0.00473931671123843,-0.002896019323423163,0.3374983132276558,0.5140983132276558
E081_box023_p2_legobj,sim,115,2.3,-0.007489364364173065,right_thigh_collision,-0.004004049783452243,rh,1,1,0,-0.0074910421141541755,-0.004004049783452243,0.33517922914582765,0.5117792291458276
E081_box023_p2_legobj,sim,116,2.32,-0.0060900713497023876,right_thigh_collision,-0.0038447954213066543,rh,2,1,0,-0.0061962960304032255,-0.0038447954213066543,0.3335582253137146,0.5101582253137146
E081_box023_p2_legobj,sim,117,2.34,-0.0016807256661532516,right_thigh_collision,-0.0032268206726818946,rh,1,1,0,-0.001991275970100251,-0.0032268206726818946,0.33175950871216353,0.5083595087121635
E081_box023_p2_legobj,sim,118,2.36,0.004093480289659911,right_thigh_collision,-0.0025063640976344115,rh,0,1,0,,-0.0025063640976344115,0.3296375362398909,0.5062375362398909
E081_box023_p2_legobj,sim,119,2.38,0.007415487883888787,right_thigh_collision,-0.0008218022203271003,rh,0,1,0,,-0.0008218022203271003,0.3268014978219975,0.5034014978219975
E081_box023_p2_legobj,sim,120,2.4,0.010351335451502679,right_thigh_collision,0.0005586707069060171,rh,0,0,0,,,0.32318824983930916,0.4997882498393092
E081_box023_p2_legobj,sim,121,2.42,0.01380451304425575,right_thigh_collision,-0.0005840415841606508,rh,0,1,0,,-0.0005840415841606439,0.3185473235152303,0.49514732351523033
E081_box023_p2_legobj,sim,122,2.44,0.019210962354587045,right_thigh_collision,-0.0015684838011640959,rh,0,1,0,,-0.0015684838011640959,0.3129849995525714,0.48958499955257145
E081_box023_p2_legobj,sim,123,2.46,0.025698176395065865,right_thigh_collision,-0.00235028869486429,rh,0,1,0,,-0.00235028869486429,0.306440834075592,0.48304083407559195
E081_box023_p2_legobj,sim,124,2.48,0.03352065724152529,right_thigh_collision,-0.002666355157630758,rh,0,1,0,,-0.002666355157630758,0.2989082532311925,0.4755082532311925
E081_box023_p2_legobj,sim,125,2.5,0.04231276267302413,right_thigh_collision,-0.002955649780037095,rh,0,1,0,,-0.002955649780037095,0.29029827410628195,0.466898274106282
E081_box023_p2_legobj,sim,126,2.52,0.05335188822664228,right_thigh_collision,-0.002200715198834788,rh,0,1,0,,-0.002200715198834781,0.2813440736192184,0.45794407361921846
E081_box023_p2_legobj,sim,127,2.54,0.06522933143448792,right_thigh_collision,-0.001790247515348356,rh,0,1,0,,-0.001790247515348356,0.2722411650782871,0.4488411650782871
E081_box023_p2_legobj,sim,128,2.56,0.07793921848979873,right_thigh_collision,-0.0016439368641816068,rh,0,1,0,,-0.0016439368641816068,0.26301870883389533,0.43961870883389537
E081_box023_p2_legobj,sim,129,2.58,0.09116799822782107,right_thigh_collision,-0.0013168279182907555,rh,0,1,0,,-0.0013168279182907555,0.25356637944715255,0.4301663794471525
E081_box023_p2_legobj,sim,130,2.6,0.10452709526594803,right_thigh_collision,-0.0002889882898930163,rh,0,1,0,,-0.00028898828989300934,0.24368612582188984,0.42028612582188984
E081_box023_p2_legobj,sim,131,2.62,0.11582456327967225,right_thigh_collision,-1.6290817066770547e-05,rh,0,1,0,,-1.6290817066770547e-05,0.2331540784127911,0.4097540784127911
E081_box023_p2_legobj,sim,132,2.64,0.12620710635347165,right_thigh_collision,-2.1471420563627663e-05,rh,0,1,0,,-2.1471420563627663e-05,0.22173145840226086,0.39833145840226086
E081_box023_p2_legobj,sim,133,2.66,0.138952551118364,right_thigh_collision,0.0005308521647756706,rh,0,0,0,,,0.20998761680287745,0.38658761680287745
E081_box023_p2_legobj,sim,134,2.68,0.149460772313575,right_thigh_collision,-0.0026856145181278768,rh,0,1,0,,-0.0026856145181278768,0.1977831663914509,0.3743831663914509
E081_box023_p2_legobj,sim,135,2.7,0.1609461162855609,right_thigh_collision,-0.004031261380505927,rh,0,2,0,,-0.004031261380505927,0.18482212421697822,0.3614221242169782
E081_box023_p2_legobj,sim,136,2.72,0.1735135100654427,right_thigh_collision,-0.004368309563754329,rh,0,2,0,,-0.004368309563754336,0.17080474069337512,0.3474047406933751
E081_box023_p2_legobj,sim,137,2.74,0.18741501933297972,right_thigh_collision,-0.005230523399079284,lh,0,2,0,,-0.005230523399079277,0.15602035535987244,0.33262035535987244
E081_box023_p2_legobj,sim,138,2.76,0.20251169319211393,right_thigh_collision,-0.005342837084448236,lh,0,2,0,,-0.005342837084448236,0.14040283977185,0.31700283977185
E081_box023_p2_legobj,sim,139,2.78,0.21857800424288842,right_thigh_collision,-0.005460742645595325,lh,0,2,0,,-0.005460742645595318,0.12422974676585649,0.3008297467658565
E081_box023_p2_legobj,sim,140,2.8,0.23559301771952895,right_thigh_collision,-0.005219625144125786,lh,0,2,0,,-0.005219625144125786,0.1079692356233278,0.2845692356233278
E081_box023_p2_legobj,sim,141,2.82,0.2467721888259481,rf2,-0.004420522533207676,lh,0,1,0,,-0.004420522533207676,0.09223817764444778,0.2688381776444478
E081_box023_p2_legobj,sim,142,2.84,0.25457915846757107,rf2,-0.0033673069448861975,lh,0,2,0,,-0.0033673069448861975,0.07700551699808769,0.2536055169980877
E081_box023_p2_legobj,sim,143,2.86,0.2670532429302718,rf2,-0.003510609231996191,rh,0,2,0,,-0.003510609231996191,0.062185690681465206,0.2387856906814652
E081_box023_p2_legobj,sim,144,2.88,0.281513983823883,lf3,-0.002875246197460428,rh,0,2,0,,-0.002875246197460428,0.04806975630515373,0.22466975630515373
E081_box023_p2_legobj,sim,145,2.9,0.2760608092448689,lf3,-0.0021936649348099566,lh,0,2,0,,-0.0021936649348099566,0.035037057083396966,0.21163705708339697
E081_box023_p2_legobj,sim,146,2.92,0.27245032308548833,lf3,-0.002763595307541722,lh,0,2,0,,-0.002763595307541722,0.023025015311921054,0.19962501531192106
E081_box023_p2_legobj,sim,147,2.94,0.2699423919795074,lf3,-0.003732513735717674,lh,0,1,2,,-0.003732513735717674,0.01210688959809475,0.18870688959809476
E081_box023_p2_legobj,sim,148,2.96,0.2671979156675215,lf3,-0.005341269937129134,lh,0,2,2,,-0.005341269937129134,0.007811864839929683,0.1844118648399297
E081_box023_p2_legobj,sim,149,2.98,0.2653026340366722,lf3,-0.007521795117411446,lh,0,2,2,,-0.007521795117411446,0.006288219722458993,0.182888219722459
E081_box023_p2_legobj,sim,150,3.0,0.26377388367377946,lf3,-0.008728356203994883,lh,0,2,2,,-0.008728356203994855,0.005733423900584095,0.1823334239005841
E081_box023_p2_legobj,sim,151,3.02,0.26256514178953005,lf3,-0.009248477326673665,lh,0,2,2,,-0.009248477326673665,0.0054756507397182574,0.18207565073971826
E081_box023_p2_legobj,sim,152,3.04,0.2620448384107557,lf3,-0.009638749538419485,lh,0,2,2,,-0.009638749538419464,0.005846010756413,0.182446010756413
E081_box023_p2_legobj,sim,153,3.06,0.26187558769655617,lf3,-0.009704128074480518,lh,0,2,1,,-0.009704128074480511,0.00648309750095688,0.1830830975009569
E081_box023_p2_legobj,sim,154,3.08,0.26167169815669716,lf3,-0.009928621301470417,lh,0,2,0,,-0.009928621301470417,0.00761823172478826,0.18421823172478827
E081_box023_p2_legobj,sim,155,3.1,0.2592794132725982,lf3,-0.01048635143249739,lh,0,2,0,,-0.01048635143249739,0.007507325963510447,0.18410732596351045
E081_box023_p2_legobj,sim,156,3.12,0.2557752051756858,lf3,-0.009899187596404131,lh,0,2,1,,-0.00989918759640411,0.0068270220930723435,0.18342702209307235
E081_box023_p2_legobj,sim,157,3.14,0.25317343796094105,lf3,-0.0097558176666203,rh,0,2,1,,-0.0097558176666203,0.006760025185215457,0.18336002518521546
E081_box023_p2_legobj,sim,158,3.16,0.2509009186905585,lf3,-0.010636686554909736,rh,0,2,1,,-0.010636686554909743,0.006450438620028809,0.18305043862002882
E081_box023_p2_legobj,sim,159,3.18,0.248932706482409,lf3,-0.010494003406298545,rh,0,1,1,,-0.010494003406298545,0.005607758432479293,0.1822077584324793
E081_box023_p2_legobj,sim,160,3.2,0.24654743116528288,lf3,-0.006606341974470256,rh,0,1,1,,-0.006606341974470256,0.0033252362084291998,0.1799252362084292
E081_box023_p2_legobj,sim,161,3.22,0.24406768232460763,lf3,0.000978113679131129,rh,0,0,2,,,0.0003305062703046202,0.17693050627030463
E081_box023_p2_legobj,sim,162,3.24,0.24061480841139446,lf3,0.0061837684146024835,rh,0,0,2,,,-0.0020871872018825566,0.17451281279811745
E081_box023_p2_legobj,sim,163,3.26,0.23737332668349612,lf3,0.0123508042532312,rh,0,0,2,,,-0.0041866933872961865,0.17241330661270382
E081_box023_p2_legobj,sim,164,3.28,0.23466591987738744,lf3,0.02413747624486097,rh,0,0,2,,,-0.006014964342802992,0.17058503565719702
E081_box023_p2_legobj,sim,165,3.3,0.2325161757757207,lf3,0.04137154257405985,rh,0,0,2,,,-0.007662994009291824,0.16893700599070818
